hgnc_symbol,stage1,stage2,stage3,stage4
TES,303.5172178,2204.520345,1724.958889,2222.127516
SYNCRIP,586.471214,2750.540345,1216.495278,1855.432933
ISCU,1102.372627,835.5862069,3397.229167,2286.325321
ANP32B,8136.289212,544.137931,1011.194444,988.8854165
RSL24D1,3155.105395,1995.344828,262.7013889,2828.027244
HNRNPD,396.8306194,1566.882069,646.923611,1117.386218
TMBIM6,5016.33067,4235.758621,4892.6875,5968.738781
TLE3,6712.084917,418.6206897,1155.333333,1698.878205
SOD1,652.8031967,3247.793103,1509,533.5456731
ERVK3-1,267.859011,178.31,0.166666667,133.9153045
PSMA5,68.94255743,347.0689655,285.0208333,307.3092949
TPM3,3723.799465,9142.483793,5932.152639,9872.838071
GOLGA4,375.3622927,1010.466552,2025.784722,1108.068109
ATG3,172.4455544,344.7931034,620.9375,85.65064104
G3BP1,692.4555444,877,511.3055556,1742.255609
HIGD2A,556.8046701,1828.037586,956.143125,328.5229327
MSN,668.1448553,655.5858621,1220.729167,1223.971955
OGT,217.530969,526.2758621,594.2569444,1363.382212
SAP18,1241.151848,4420.310345,1117.722222,1469.188301
PIP4K2A,888.0499502,2084.551724,2592.131944,6184.358175
ATP5F1A,574.642857,3817.862069,2079.541667,816.3485577
PAN3,17203.98651,1457.827586,1388.118056,10997.14102
CAST,200.4289011,2626.758621,1603.166667,893.7589423
RANBP2,1598.633067,2125.774483,1615.056597,1694.490777
SREK1,11697.94452,594.6851724,212.3729861,1033.657852
ANKRD40,260.052987,1212.317931,0.610277778,820.1028286
SLA,87.10039962,6.827586207,211.3402778,5.380608973
RAB11FIP1,628.5657042,210.8424138,1776.848333,188.8710016
EIF5B,408.9986914,1756.172414,251.6211111,2522.834023
IFNGR2,382.6733267,3334,239.25,320.4535257
LMNA,283.4630369,916.6551724,85.59027778,891.9887819
U2AF1L4,3013.433297,1023.931034,7.069444443,1016.701923
JAK1,6322.463537,2594.896552,2148.243056,1680.645834
FUBP1,172.6693307,2381.482759,1585.902778,781.3349358
ARHGAP25,911.6483516,1999.862069,1.194444444,762.253205
HIPK1,184.9360639,2243.034483,663.8958333,406.1458334
SSR2,2027.109391,436.8275862,554.9722222,443.2996795
MEAF6,493.5879121,2.310344828,37.74305557,1116.285257
CYBB,1210.072927,1770,1458.798611,1941.512821
PRDX3,148.3131868,268.1034483,649.298611,782.3766024
RAB8B,717.6653348,3385.068966,1878.520833,1039.002404
TMEM170A,239.6738162,228.7517241,11.49451389,312.3065545
MIDN,277.985015,443.8965517,69.15277777,45.29086538
ATP5ME,5692.822013,619.1034483,1002.701389,571.5352244
HNRNPA3,2308.763427,2543.022414,867.578264,1874.480962
PRNP,666.5084913,1208.965517,1063.743056,664.2508013
MIR4435-2HG,2423.363526,323.0865517,67.38631943,36.82397436
COX8A,265.9526374,388.4137931,104.1666667,243.5208334
TBL1XR1,3752.78072,1245.103448,282.4930556,2917.739584
AP3S1,667.0939063,2016.137931,623.7083333,1824.716979
MRFAP1,2478.086414,653.8275862,359.6180556,191.4807692
TMEM107,172.0051599,558.9586207,84.15590278,311.1196955
CALR,2543.571224,1932.523448,2888.404028,3777.010152
IST1,690.8081918,2259.827586,136.5694444,670.1570673
SUMO3,193.476024,256.1034483,287.4375,166.0817308
TOMM7,401.3441559,657.0344828,635.0347222,327.150641
STRN3,2882.476009,2520.147931,558.28625,1445.173253
BRD2,318.2327423,812.5617241,335.2222222,486.1737901
PSMB8-AS1,556.723202,788.4665517,86.73840278,91.6604247
HLA-F,356.440949,1369.816207,78.7013889,502.4472036
VDAC1,298.3321678,5102.793103,1450.597222,412.5541667
HSBP1,148.2457542,1724.37931,118.4305556,79.60737181
SNHG15,2572.975525,1593.172414,253.0555556,570.6258011
FAM133B,355.2847503,142.4827586,90.36111111,616.5183093
EIF6,473.5727123,686.6896552,1271.826389,565.03125
LSM14A,218.75,390,693.3333333,304
SEC22B,2849.5,2882,443.6666667,2431.5
RASSF5,508.5,1440,1209,640.5
