"","ensembl_gene_id","gene_id","C481","LC03","LC01","RC02","R02","R03","RC03","hgnc_symbol"
"3234","ENSG00000143390","ENSG00000143390.17",212,9.7,37,0.41,61,0.47,17,"RFX5"
"3235","ENSG00000143393","ENSG00000143393.16",338,142,278,152,208,766,0.52,"PI4KB"
"3236","ENSG00000143401","ENSG00000143401.14",7992,22160,4129,750,3740,8910,19066,"ANP32E"
"3237","ENSG00000143418","ENSG00000143418.19",714,98,83,67,109,0.17,136,"CERS2"
"3238","ENSG00000143420","ENSG00000143420.18",441,366,360,575,605,611,6.3,"ENSA"
"3239","ENSG00000143436","ENSG00000143436.10",883,120,99,188,380,1.4,1.3,"MRPL9"
"3240","ENSG00000143437","ENSG00000143437.20",434,0.6,59,372,14,0.58,417,"ARNT"
"3241","ENSG00000143442","ENSG00000143442.21",286,4.8,294,376,179,878,1655,"POGZ"
"3242","ENSG00000143443","ENSG00000143443.9",3357,5512,2714,3044,1621,9570,10802,"C1orf56"
"3243","ENSG00000143507","ENSG00000143507.17",1036,1286,1376,177,256,316,1148,"DUSP10"
"3244","ENSG00000143514","ENSG00000143514.16",515,0.2,135,889,59,25,203,"TP53BP2"
"3245","ENSG00000143543","ENSG00000143543.14",506,546,1423,1050,1134,1.4,4.4,"JTB"
"3246","ENSG00000143549","ENSG00000143549.19",7855,7683,10065,1796,7182,8640,6560,"TPM3"
"3247","ENSG00000143553","ENSG00000143553.10",1246,0.4,182,834,138,0.52,1.4,"SNAPIN"
"3248","ENSG00000143569","ENSG00000143569.18",391,72,215,33,152,825,893,"UBAP2L"
"3249","ENSG00000143570","ENSG00000143570.17",487,336,232,1.1,238,93,51,"SLC39A1"
"3250","ENSG00000143575","ENSG00000143575.14",1141,0.2,284,0.1,187,0.61,3.1,"HAX1"
"3251","ENSG00000143612","ENSG00000143612.19",448,2584,667,1060,1146,1395,8.2,"C1orf43"
"3252","ENSG00000143614","ENSG00000143614.9",1256,223,976,99,490,5.1,15,"GATAD2B"
"3253","ENSG00000143621","ENSG00000143621.16",1816,333,2143,416,993,1075,1726,"ILF2"
"3254","ENSG00000143622","ENSG00000143622.10",499,11,480,27,934,251,750,"RIT1"
"3255","ENSG00000143633","ENSG00000143633.12",937,291,52,17,173,364,116,"C1orf131"
"3256","ENSG00000143641","ENSG00000143641.9",190,9.4,139,0.069,80,0.77,0.29,"GALNT2"
"3257","ENSG00000143653","ENSG00000143653.9",0.21,0.25,7.8,7.1,166,0.13,2.4,"SCCPDH"
"3258","ENSG00000143669","ENSG00000143669.13",1818,1163,1839,2917,1465,504,7856,"LYST"
"3259","ENSG00000143702","ENSG00000143702.15",1.5,0.45,59,0.66,59,1.3,0.45,"CEP170"
"3260","ENSG00000143727","ENSG00000143727.15",1014,1294,1024,155,786,1034,599,"ACP1"
"3261","ENSG00000143742","ENSG00000143742.12",2785,1331,1375,372,1473,1476,2553,"SRP9"
"3262","ENSG00000143748","ENSG00000143748.17",417,0.2,138,289,235,2.3,34,"NVL"
"3263","ENSG00000143753","ENSG00000143753.12",654,195,796,816,964,0.19,441,"DEGS1"
"3264","ENSG00000143756","ENSG00000143756.11",38,326,175,0.17,175,104,2.4,"FBXO28"
"3265","ENSG00000143761","ENSG00000143761.15",2158,860,4564,1821,1790,985,2683,"ARF1"
"3266","ENSG00000143771","ENSG00000143771.11",648,25,337,880,467,700,1506,"CNIH4"
"3267","ENSG00000143772","ENSG00000143772.9",547,1318,518,0.034,311,108,11,"ITPKB"
"3268","ENSG00000143774","ENSG00000143774.16",508,533,818,9,1209,862,1727,"GUK1"
"3269","ENSG00000143793","ENSG00000143793.12",242,326,0.16,2.8,69,0.065,0.48,"C1orf35"
"3270","ENSG00000143799","ENSG00000143799.12",411,11,1437,249,676,1496,622,"PARP1"
"3271","ENSG00000143811","ENSG00000143811.18",109,5.3,154,2.2,61,0.032,84,"PYCR2"
"3272","ENSG00000143815","ENSG00000143815.14",793,952,2985,334,1226,250,2541,"LBR"
"3273","ENSG00000143851","ENSG00000143851.15",502,1128,293,1.4,456,0.84,312,"PTPN7"
"3274","ENSG00000143870","ENSG00000143870.12",870,1080,2711,163,1649,4.2,813,"PDIA6"
"3275","ENSG00000143878","ENSG00000143878.9",279,0.4,111,27,5.3,341,24,"RHOB"
"3276","ENSG00000143889","ENSG00000143889.15",2800,1480,2035,282,799,1822,967,"HNRNPLL"
"3277","ENSG00000143891","ENSG00000143891.16",1190,184,1776,465,876,1742,507,"GALM"
"3278","ENSG00000143924","ENSG00000143924.18",3046,2861,7956,1095,6899,3335,3959,"EML4"
"3279","ENSG00000143933","ENSG00000143933.16",13133,18189,14836,4577,10034,11064,13827,"CALM2"
"3280","ENSG00000143942","ENSG00000143942.4",0.29,0.05,0.053,189,138,0.48,0.97,"CHAC2"
"3281","ENSG00000143947","ENSG00000143947.13",3292,6620,7885,3090,9116,3585,2132,"RPS27A"
"3282","ENSG00000143951","ENSG00000143951.15",0.079,0.05,0.07,0.034,0.43,0.032,0.065,"WDPCP"
"3283","ENSG00000143970","ENSG00000143970.16",296,3.5,558,0.66,335,431,2631,"ASXL2"
"3284","ENSG00000143977","ENSG00000143977.13",764,430,1719,856,862,1665,3670,"SNRPG"
"3285","ENSG00000144028","ENSG00000144028.14",250,0.7,867,41,1071,1392,669,"SNRNP200"
"3286","ENSG00000144029","ENSG00000144029.11",522,1475,429,16,837,0.45,27,"MRPS5"
"3287","ENSG00000144034","ENSG00000144034.14",1009,1045,13,5.2,385,0.58,458,"TPRKB"
"3288","ENSG00000144048","ENSG00000144048.10",1038,0.05,949,0.14,728,0.45,3.3,"DUSP11"
"3289","ENSG00000144118","ENSG00000144118.13",342,163,0.11,122,173,12,445,"RALB"
"3290","ENSG00000144136","ENSG00000144136.10",994,23,1028,1661,270,2.8,788,"SLC20A1"
"3291","ENSG00000144161","ENSG00000144161.12",34,637,301,0.1,167,0.23,224,"ZC3H8"
"3292","ENSG00000144224","ENSG00000144224.16",2005,652,2265,3907,1114,1490,2258,"UBXN4"
"3293","ENSG00000144283","ENSG00000144283.21",0.79,986,0.07,0.034,270,0.097,0.32,"PKP4"
"3294","ENSG00000144290","ENSG00000144290.16",0.16,192,34,0.14,89,0.032,0.032,"SLC4A10"
"3295","ENSG00000144320","ENSG00000144320.13",423,1356,131,139,48,348,1.2,"LNPK"
"3296","ENSG00000144354","ENSG00000144354.13",15,47,130,0.034,183,0.065,43,"CDCA7"
"3297","ENSG00000144357","ENSG00000144357.16",0.18,8.2,98,1189,104,2.5,263,"UBR3"
"3298","ENSG00000144381","ENSG00000144381.16",1381,1509,2175,1789,1851,1242,1914,"HSPD1"
"3299","ENSG00000144401","ENSG00000144401.14",75,2.6,14,0.93,23,448,0.35,"METTL21A"
"3300","ENSG00000144426","ENSG00000144426.18",522,14,95,419,89,8.1,21,"NBEAL1"
"3301","ENSG00000144445","ENSG00000144445.16",0.34,0.05,76,0.14,0.21,0.45,0.032,"KANSL1L"
"3302","ENSG00000144468","ENSG00000144468.16",0.026,0.15,1142,0.41,117,120,483,"RHBDD1"
"3303","ENSG00000144524","ENSG00000144524.17",1.1,446,0.33,533,74,0.16,0.19,"COPS7B"
"3304","ENSG00000144554","ENSG00000144554.10",256,1.4,88,72,265,111,1401,"FANCD2"
"3305","ENSG00000144566","ENSG00000144566.10",719,145,934,156,653,232,34,"RAB5A"
"3306","ENSG00000144567","ENSG00000144567.10",429,0.35,23,0.83,239,61,443,"RETREG2"
"3307","ENSG00000144579","ENSG00000144579.7",0.24,0.05,24,2.9,289,2.4,0.35,"CTDSP1"
"3308","ENSG00000144580","ENSG00000144580.13",4329,2742,3780,1023,2735,2810,11307,"CNOT9"
"3309","ENSG00000144597","ENSG00000144597.13",1374,1358,1931,580,167,1530,7843,"EAF1"
"3310","ENSG00000144635","ENSG00000144635.8",823,617,662,0.69,418,0.35,135,"DYNC1LI1"
"3311","ENSG00000144645","ENSG00000144645.13",0.24,1.6,0.18,0.21,56,0.065,184,"OSBPL10"
"3312","ENSG00000144655","ENSG00000144655.14",151,0.45,459,81,211,39,22,"CSRNP1"
"3313","ENSG00000144659","ENSG00000144659.10",88,0.05,298,301,98,23,43,"SLC25A38"
"3314","ENSG00000144674","ENSG00000144674.16",1769,2118,1337,1302,1249,1660,2765,"GOLGA4"
"3315","ENSG00000144711","ENSG00000144711.13",24,235,374,0.14,187,488,1181,"IQSEC1"
"3316","ENSG00000144713","ENSG00000144713.12",2413,5292,6644,1294,7023,3566,1960,"RPL32"
"3317","ENSG00000144744","ENSG00000144744.16",1291,0.2,1370,36,420,0.55,41,"UBA3"
"3318","ENSG00000144746","ENSG00000144746.6",5683,10474,9171,4746,8368,5873,13181,"ARL6IP5"
"3319","ENSG00000144747","ENSG00000144747.15",487,132,1158,248,842,1369,2169,"TMF1"
"3320","ENSG00000144785","ENSG00000144785.8",19,30,5.1,0.034,82,0.065,51,""
"3321","ENSG00000144802","ENSG00000144802.11",854,316,798,7.5,1127,1163,2330,"NFKBIZ"
"3322","ENSG00000144815","ENSG00000144815.15",287,12,14,27,70,0.32,0.097,"NXPE3"
"3323","ENSG00000144848","ENSG00000144848.10",879,635,8.2,391,989,4.1,492,"ATG3"
"3324","ENSG00000144867","ENSG00000144867.11",1053,797,610,163,432,895,205,"SRPRB"
"3325","ENSG00000144895","ENSG00000144895.11",782,1378,803,0.72,202,351,463,"EIF2A"
"3326","ENSG00000145012","ENSG00000145012.13",880,417,192,55,44,0.16,0.94,"LPP"
"3327","ENSG00000145016","ENSG00000145016.15",756,314,261,341,312,515,335,"RUBCN"
"3328","ENSG00000145022","ENSG00000145022.4",0.21,0.1,0.47,0.034,36,468,102,"TCTA"
"3329","ENSG00000145041","ENSG00000145041.15",0.21,0.55,143,2,162,193,142,"DCAF1"
"3330","ENSG00000145050","ENSG00000145050.15",0.45,23,28,146,267,1.6,589,"MANF"
"3331","ENSG00000145088","ENSG00000145088.8",2.6,2.7,0.82,2.4,72,0.23,0.097,"EAF2"
"3332","ENSG00000145191","ENSG00000145191.12",1.1,1.8,339,69,42,0.32,0.32,"EIF2B5"
"3333","ENSG00000145216","ENSG00000145216.15",87,172,208,287,252,391,499,"FIP1L1"
"3334","ENSG00000145220","ENSG00000145220.13",265,0.75,545,47,102,0.55,35,"LYAR"
"3335","ENSG00000145241","ENSG00000145241.10",459,453,2898,40,951,1661,1413,"CENPC"
"3336","ENSG00000145246","ENSG00000145246.13",0.26,595,254,0.55,145,0.13,1.5,"ATP10D"
"3337","ENSG00000145247","ENSG00000145247.11",2223,3665,3083,372,1802,1640,1681,"OCIAD2"
"3338","ENSG00000145293","ENSG00000145293.15",283,0.05,0.19,106,135,0.13,0.52,"ENOPH1"
"3339","ENSG00000145348","ENSG00000145348.16",274,0.05,411,488,19,35,0.26,"TBCK"
"3340","ENSG00000145349","ENSG00000145349.16",60,359,14,0.1,647,543,1685,"CAMK2D"
"3341","ENSG00000145354","ENSG00000145354.9",1329,284,1253,171,1064,0.87,905,"CISD2"
"3342","ENSG00000145365","ENSG00000145365.10",466,505,1491,1297,882,1155,307,"TIFA"
"3343","ENSG00000145375","ENSG00000145375.7",2.2,2.4,0.018,0.034,291,196,0.065,"SPATA5"
"3344","ENSG00000145386","ENSG00000145386.9",1.3,59,127,26,5.1,30,0.41,"CCNA2"
"3345","ENSG00000145388","ENSG00000145388.14",247,353,144,239,48,4.5,235,"METTL14"
"3346","ENSG00000145390","ENSG00000145390.11",11,0.8,149,177,86,0.032,0.19,"USP53"
"3347","ENSG00000145391","ENSG00000145391.13",414,389,0.018,0.034,37,2.1,177,"SETD7"
"3348","ENSG00000145425","ENSG00000145425.9",7080,13657,17480,4314,13501,8582,6166,"RPS3A"
"3349","ENSG00000145439","ENSG00000145439.11",6,244,0.42,11,28,0.097,855,"CBR4"
"3350","ENSG00000145494","ENSG00000145494.11",250,321,617,772,1203,176,696,"NDUFS6"
"3351","ENSG00000145495","ENSG00000145495.15",5708,5834,2393,695,2217,1486,7061,"MARCHF6"
"3352","ENSG00000145592","ENSG00000145592.13",863,1416,3329,1876,2133,2093,603,"RPL37"
"3353","ENSG00000145649","ENSG00000145649.7",1546,229,13101,1154,4908,5591,3414,"GZMA"
"3354","ENSG00000145675","ENSG00000145675.14",390,709,189,263,551,329,2427,"PIK3R1"
"3355","ENSG00000145703","ENSG00000145703.15",619,306,1192,401,1059,1421,95,"IQGAP2"
"3356","ENSG00000145715","ENSG00000145715.14",0.079,1.1,2.5,0.24,16,0.26,758,"RASA1"
"3357","ENSG00000145725","ENSG00000145725.19",408,1244,24,0.034,316,0.35,256,"PPIP5K2"
"3358","ENSG00000145734","ENSG00000145734.18",853,4058,1970,1602,1302,2629,659,"BDP1"
"3359","ENSG00000145736","ENSG00000145736.14",4.2,19,0.035,32,0.54,0.032,0.16,"GTF2H2"
"3360","ENSG00000145740","ENSG00000145740.18",25,0.25,442,116,225,0.097,0.065,"SLC30A5"
"3361","ENSG00000145741","ENSG00000145741.15",2093,2929,3868,1835,3637,2952,1359,"BTF3"
"3362","ENSG00000145779","ENSG00000145779.7",499,568,2097,164,1233,0.65,736,"TNFAIP8"
"3363","ENSG00000145780","ENSG00000145780.7",94,12,74,1.8,93,1159,145,"FEM1C"
"3364","ENSG00000145781","ENSG00000145781.8",0.97,0.15,77,0.17,211,0.42,1.8,"COMMD10"
"3365","ENSG00000145782","ENSG00000145782.12",1646,2174,627,1002,880,1.8,1108,"ATG12"
"3366","ENSG00000145817","ENSG00000145817.16",3338,843,1770,1.9,2402,0.58,0.42,"YIPF5"
"3367","ENSG00000145833","ENSG00000145833.15",398,992,799,271,890,2513,2.3,"DDX46"
"3368","ENSG00000145860","ENSG00000145860.11",145,30,33,346,192,286,4.3,"RNF145"
"3369","ENSG00000145901","ENSG00000145901.14",138,568,338,727,524,2069,130,"TNIP1"
"3370","ENSG00000145907","ENSG00000145907.14",1531,1669,3114,1359,1592,1046,2363,"G3BP1"
"3371","ENSG00000145912","ENSG00000145912.8",462,1063,641,28,729,612,1735,"NHP2"
"3372","ENSG00000145979","ENSG00000145979.17",0.5,85,217,270,0.15,0.49,331,"TBC1D7"
"3373","ENSG00000145996","ENSG00000145996.11",259,135,119,16,308,0.13,451,"CDKAL1"
"3374","ENSG00000146007","ENSG00000146007.10",268,392,240,179,482,6.8,5.3,"ZMAT2"
"3375","ENSG00000146066","ENSG00000146066.2",591,2172,1237,341,1278,1510,616,"HIGD2A"
"3376","ENSG00000146067","ENSG00000146067.15",0.11,150,0.39,0.034,5.4,0.32,0.52,"FAM193B"
"3377","ENSG00000146083","ENSG00000146083.11",0.18,244,81,102,242,199,0.42,"RNF44"
"3378","ENSG00000146109","ENSG00000146109.4",1259,3.8,1123,221,257,0.35,3.6,"ABT1"
"3379","ENSG00000146112","ENSG00000146112.11",62,114,774,509,238,6.1,88,"PPP1R18"
"3380","ENSG00000146192","ENSG00000146192.14",0.55,0.3,0.32,2.2,37,76,15,"FGD2"
"3381","ENSG00000146223","ENSG00000146223.14",436,2991,600,698,946,11,379,"RPL7L1"
"3382","ENSG00000146247","ENSG00000146247.13",604,228,1844,1057,751,1335,866,"PHIP"
"3383","ENSG00000146263","ENSG00000146263.11",182,753,101,84,72,0.097,0.032,"MMS22L"
"3384","ENSG00000146278","ENSG00000146278.10",59,2000,3821,1376,1492,1396,2254,"PNRC1"
"3385","ENSG00000146281","ENSG00000146281.5",0.13,0.15,0.82,0.034,0.028,0.097,27,"PM20D2"
"3386","ENSG00000146282","ENSG00000146282.17",0.37,19,205,387,246,0.097,145,"RARS2"
"3387","ENSG00000146285","ENSG00000146285.13",226,0.75,136,203,595,612,0.065,"SCML4"
"3388","ENSG00000146376","ENSG00000146376.10",415,1696,274,0.034,254,3.5,3.5,"ARHGAP18"
"3389","ENSG00000146386","ENSG00000146386.7",2657,5799,1236,804,2760,2172,4487,"ABRACL"
"3390","ENSG00000146425","ENSG00000146425.10",2782,2532,604,720,878,575,2765,"DYNLT1"
"3391","ENSG00000146426","ENSG00000146426.17",98,32,0.018,0.069,78,60,0.45,"TIAM2"
"3392","ENSG00000146433","ENSG00000146433.8",0.21,0.15,482,0.1,338,33,883,"TMEM181"
"3393","ENSG00000146457","ENSG00000146457.14",3029,4318,3928,3632,1440,4878,10088,"WTAP"
"3394","ENSG00000146574","ENSG00000146574.15",9.3,16,115,8.3,95,0.069,435,"CCZ1B"
"3395","ENSG00000146576","ENSG00000146576.12",24,3,87,1.1,37,0.032,0.032,"C7orf26"
"3396","ENSG00000146587","ENSG00000146587.17",0.079,0.8,43,45,45,1015,0.29,"RBAK"
"3397","ENSG00000146676","ENSG00000146676.8",0.21,0.45,340,0.14,117,0.13,1828,"PURB"
"3398","ENSG00000146677","ENSG00000146677.7",14,11,14,4.1,44,8,5.9,""
"3399","ENSG00000146701","ENSG00000146701.11",612,1346,1949,697,966,524,248,"MDH2"
"3400","ENSG00000146729","ENSG00000146729.9",334,509,528,1374,252,582,620,"NIPSNAP2"
"3401","ENSG00000146731","ENSG00000146731.10",2355,490,1667,1433,1880,288,2093,"CCT6A"
"3402","ENSG00000146733","ENSG00000146733.13",17,1.1,16,2,11,0.61,1.6,"PSPH"
"3403","ENSG00000146830","ENSG00000146830.9",403,243,23,12,56,184,366,"GIGYF1"
"3404","ENSG00000146833","ENSG00000146833.15",83,52,481,5.3,304,1.9,0.19,"TRIM4"
"3405","ENSG00000146834","ENSG00000146834.13",58,1260,42,1.7,221,0.29,19,"MEPCE"
"3406","ENSG00000146842","ENSG00000146842.16",325,0.25,0.67,0.14,368,669,1112,"TMEM209"
"3407","ENSG00000146859","ENSG00000146859.6",214,57,12,0.17,442,0.23,253,"TMEM140"
"3408","ENSG00000146872","ENSG00000146872.17",220,135,235,24,341,2.9,0.68,"TLK2"
"3409","ENSG00000146918","ENSG00000146918.19",546,0.8,15,0.14,12,0.23,0.13,"NCAPG2"
"3410","ENSG00000146963","ENSG00000146963.17",695,573,1212,792,724,3.2,147,"LUC7L2"
"3411","ENSG00000147010","ENSG00000147010.17",711,5613,3412,558,2021,760,1775,"SH3KBP1"
"3412","ENSG00000147036","ENSG00000147036.11",33,0.9,0.47,0.24,0.18,0.68,1,"LANCL3"
"3413","ENSG00000147044","ENSG00000147044.20",116,0.65,65,2,95,0.032,1358,"CASK"
"3414","ENSG00000147050","ENSG00000147050.14",226,0.1,708,838,367,267,584,"KDM6A"
"3415","ENSG00000147065","ENSG00000147065.16",1263,1583,1865,922,3009,1639,1722,"MSN"
"3416","ENSG00000147123","ENSG00000147123.10",558,723,1901,181,1235,0.71,768,"NDUFB11"
"3417","ENSG00000147133","ENSG00000147133.15",0.13,512,817,27,201,0.32,0.032,"TAF1"
"3418","ENSG00000147140","ENSG00000147140.15",2762,4168,1011,1275,914,435,556,"NONO"
"3419","ENSG00000147155","ENSG00000147155.10",2239,48,865,0.69,500,886,1285,"EBP"
"3420","ENSG00000147162","ENSG00000147162.13",1001,4178,2645,925,1039,999,4578,"OGT"
"3421","ENSG00000147168","ENSG00000147168.12",10872,7028,6418,3438,7467,3031,4985,"IL2RG"
"3422","ENSG00000147224","ENSG00000147224.10",4.5,90,195,1,271,1000,0.097,"PRPS1"
"3423","ENSG00000147251","ENSG00000147251.15",176,4,215,0.034,385,473,460,"DOCK11"
"3424","ENSG00000147274","ENSG00000147274.14",1273,1848,1953,383,1321,1095,1708,"RBMX"
"3425","ENSG00000147324","ENSG00000147324.10",1576,173,280,1018,653,1506,0.13,"MFHAS1"
"3426","ENSG00000147364","ENSG00000147364.16",513,59,728,186,170,47,0.23,"FBXO25"
"3427","ENSG00000147403","ENSG00000147403.16",4437,7548,12155,3881,12870,4936,8019,"RPL10"
"3428","ENSG00000147408","ENSG00000147408.14",81,705,4.1,0.034,0.056,0.52,0.13,"CSGALNACT1"
"3429","ENSG00000147416","ENSG00000147416.10",691,0.05,356,557,114,1.1,147,"ATP6V1B2"
"3430","ENSG00000147419","ENSG00000147419.17",34,0.1,190,151,256,205,1.5,"CCDC25"
"3431","ENSG00000147421","ENSG00000147421.17",4.3,377,191,13,122,486,0.032,"HMBOX1"
"3432","ENSG00000147454","ENSG00000147454.13",9.7,11,299,348,520,1.6,0.097,"SLC25A37"
"3433","ENSG00000147459","ENSG00000147459.17",5.2,1.8,14,0.72,231,306,1368,"DOCK5"
"3434","ENSG00000147471","ENSG00000147471.11",274,1332,308,386,123,0.26,237,"PLPBP"
"3435","ENSG00000147526","ENSG00000147526.19",2063,1494,1720,494,672,758,772,"TACC1"
"3436","ENSG00000147533","ENSG00000147533.16",1424,2014,841,940,818,861,916,"GOLGA7"
"3437","ENSG00000147535","ENSG00000147535.16",3.5,6.5,440,217,261,1297,110,"PLPP5"
"3438","ENSG00000147548","ENSG00000147548.16",3120,1466,2012,1805,1846,2333,4975,"NSD3"
"3439","ENSG00000147586","ENSG00000147586.9",400,0.05,347,0.069,57,211,2.7,"MRPS28"
"3440","ENSG00000147601","ENSG00000147601.13",2.5,423,147,0.069,832,0.13,74,"TERF1"
"3441","ENSG00000147604","ENSG00000147604.13",20224,14190,25167,6211,24135,13841,18927,"RPL7"
"3442","ENSG00000147649","ENSG00000147649.9",233,2766,1489,686,842,922,1577,"MTDH"
"3443","ENSG00000147654","ENSG00000147654.14",190,0.4,297,0.17,10,0.16,0.35,"EBAG9"
"3444","ENSG00000147669","ENSG00000147669.10",1824,1612,941,1257,495,356,2727,"POLR2K"
"3445","ENSG00000147677","ENSG00000147677.10",809,192,1210,15,1181,1462,1222,"EIF3H"
"3446","ENSG00000147679","ENSG00000147679.11",621,759,736,5.8,256,661,1161,"UTP23"
"3447","ENSG00000147684","ENSG00000147684.7",1061,1543,1453,736,545,1409,361,"NDUFB9"
"3448","ENSG00000147687","ENSG00000147687.18",2.3,75,3.7,0.42,127,3.9,1.3,"TATDN1"
"3449","ENSG00000147853","ENSG00000147853.16",2.8,2.2,499,310,555,2039,78,"AK3"
"3450","ENSG00000147854","ENSG00000147854.16",1509,52,2399,156,491,1011,700,"UHRF2"
"3451","ENSG00000147872","ENSG00000147872.9",1936,2291,8202,63,4163,2727,139,"PLIN2"
"3452","ENSG00000147874","ENSG00000147874.10",197,7.8,86,551,62,541,6.7,"HAUS6"
"3453","ENSG00000147894","ENSG00000147894.14",174,6.6,33,0.28,150,0.097,0.45,"C9orf72"
"3454","ENSG00000147905","ENSG00000147905.17",211,1270,301,310,151,0.13,91,"ZCCHC7"
"3455","ENSG00000147955","ENSG00000147955.16",0.42,0.15,12,32,78,303,462,"SIGMAR1"
"3456","ENSG00000147996","ENSG00000147996.16",132,1971,293,8.6,501,1405,1394,"CBWD5"
"3457","ENSG00000148019","ENSG00000148019.12",1.7,1544,0.89,0.14,13,441,0.16,"CEP78"
"3458","ENSG00000148110","ENSG00000148110.15",280,10,270,21,51,0.16,112,"MFSD14B"
"3459","ENSG00000148153","ENSG00000148153.13",484,1854,495,101,385,687,1967,"INIP"
"3460","ENSG00000148154","ENSG00000148154.9",453,230,741,484,665,1203,953,"UGCG"
"3461","ENSG00000148175","ENSG00000148175.12",469,5.2,674,392,1345,0.84,1265,"STOM"
"3462","ENSG00000148180","ENSG00000148180.19",0.16,0.25,0.14,582,4.7,0.32,4.4,"GSN"
"3463","ENSG00000148229","ENSG00000148229.12",1433,794,204,253,775,0.65,44,"POLE3"
"3464","ENSG00000148248","ENSG00000148248.13",2517,1102,1377,439,1521,2390,1358,"SURF4"
"3465","ENSG00000148291","ENSG00000148291.9",171,0.05,204,1.6,59,234,1.3,"SURF2"
"3466","ENSG00000148296","ENSG00000148296.6",38,0.3,46,0.31,95,0.065,0.032,"SURF6"
"3467","ENSG00000148300","ENSG00000148300.11",4.7,18,37,0.034,418,0.032,0.065,"REXO4"
"3468","ENSG00000148303","ENSG00000148303.16",1331,5696,3985,2565,4050,3764,1252,"RPL7A"
"3469","ENSG00000148308","ENSG00000148308.17",41,0.05,31,1.1,74,0.55,0.42,"GTF3C5"
"3470","ENSG00000148331","ENSG00000148331.11",0.2,0.11,29,1.2,39,0.19,61,"ASB6"
"3471","ENSG00000148335","ENSG00000148335.14",70,71,161,270,87,0.16,1.6,"NTMT1"
"3472","ENSG00000148341","ENSG00000148341.17",1.2,22,102,52,19,399,0.097,"SH3GLB2"
"3473","ENSG00000148358","ENSG00000148358.19",153,0.05,558,22,212,1.9,0.065,"GPR107"
"3474","ENSG00000148362","ENSG00000148362.10",333,1195,550,10,342,98,330,"PAXX"
"3475","ENSG00000148396","ENSG00000148396.18",332,2.6,362,10,462,0.032,1.2,"SEC16A"
"3476","ENSG00000148444","ENSG00000148444.15",239,267,462,358,139,0.19,464,"COMMD3"
"3477","ENSG00000148484","ENSG00000148484.17",2211,1.8,1310,2212,527,2926,644,"RSU1"
"3478","ENSG00000148516","ENSG00000148516.21",1539,683,2050,1190,502,47,2046,"ZEB1"
"3479","ENSG00000148572","ENSG00000148572.15",0.92,2.8,399,144,283,2.8,653,"NRBF2"
"3480","ENSG00000148634","ENSG00000148634.15",383,144,43,1.4,322,1.7,619,"HERC4"
"3481","ENSG00000148672","ENSG00000148672.8",573,274,996,443,164,1.3,1.7,"GLUD1"
"3482","ENSG00000148688","ENSG00000148688.13",1.2,8.6,298,2.9,167,0.26,6.9,"RPP30"
"3483","ENSG00000148690","ENSG00000148690.11",425,101,78,113,3.2,24,140,"FRA10AC1"
"3484","ENSG00000148700","ENSG00000148700.14",581,2180,1009,752,405,1182,294,"ADD3"
"3485","ENSG00000148719","ENSG00000148719.14",11,19,87,0.17,233,0.61,1.1,"DNAJB12"
"3486","ENSG00000148730","ENSG00000148730.6",252,538,545,1007,597,159,712,"EIF4EBP2"
"3487","ENSG00000148773","ENSG00000148773.13",0.079,0.4,13,393,46,689,3.7,"MKI67"
"3488","ENSG00000148803","ENSG00000148803.11",0.11,1.1,12,15,181,191,2.4,"FUOM"
"3489","ENSG00000148824","ENSG00000148824.18",21,0.65,32,62,286,0.26,0.45,"MTG1"
"3490","ENSG00000148834","ENSG00000148834.12",1001,108,717,534,1106,64,12,"GSTO1"
"3491","ENSG00000148841","ENSG00000148841.15",100,584,423,5.2,45,4.8,6.7,"ITPRIP"
"3492","ENSG00000148843","ENSG00000148843.13",14,68,313,15,82,46,0.065,"PDCD11"
"3493","ENSG00000148908","ENSG00000148908.14",1441,760,893,869,917,0.23,181,"RGS10"
"3494","ENSG00000148925","ENSG00000148925.10",1.9,7.9,632,1319,9.1,139,25,"BTBD10"
"3495","ENSG00000148943","ENSG00000148943.11",597,918,19,616,323,0.032,263,"LIN7C"
"3496","ENSG00000149084","ENSG00000149084.12",606,15,123,0.28,147,0.24,0.46,"HSD17B12"
"3497","ENSG00000149100","ENSG00000149100.12",817,228,1033,1235,1702,1721,979,"EIF3M"
"3498","ENSG00000149136","ENSG00000149136.8",933,532,733,761,343,752,624,"SSRP1"
"3499","ENSG00000149177","ENSG00000149177.12",55,2.4,191,2.8,222,44,943,"PTPRJ"
"3500","ENSG00000149182","ENSG00000149182.14",231,1588,68,85,113,0.097,2.9,"ARFGAP2"
"3501","ENSG00000149187","ENSG00000149187.18",159,159,465,2460,499,786,0.52,"CELF1"
"3502","ENSG00000149196","ENSG00000149196.15",433,1356,703,0.69,111,1493,2660,"HIKESHI"
"3503","ENSG00000149212","ENSG00000149212.11",1288,171,436,784,728,24,429,"SESN3"
"3504","ENSG00000149231","ENSG00000149231.11",401,1527,910,447,443,1032,34,"CCDC82"
"3505","ENSG00000149269","ENSG00000149269.9",258,758,41,0.34,118,743,8.7,"PAK1"
"3506","ENSG00000149273","ENSG00000149273.14",3637,674,3844,2551,7669,7343,2761,"RPS3"
"3507","ENSG00000149289","ENSG00000149289.10",0.079,0.55,228,0.034,26,0.23,797,"ZC3H12C"
