#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
NDUFB9	NDUFS7	4436240	4433596	9606.ENSP00000276689	9606.ENSP00000233627	0	0	0	0	0.947	0.909	0.900	0.520	0.999
UBE2I	RANBP2	4441792	4436527	9606.ENSP00000348056	9606.ENSP00000283195	0	0	0	0	0.098	0.990	0.900	0.802	0.999
LSM6	LSM7	4449213	4434242	9606.ENSP00000422392	9606.ENSP00000252622	0	0	0	0	0.573	0.998	0.900	0.956	0.999
PSMC6	PSMB7	4448198	4434704	9606.ENSP00000401802	9606.ENSP00000259457	0.059	0	0	0	0.738	0.992	0.900	0.359	0.999
PSMA1	PSMD8	4448731	4432854	9606.ENSP00000414359	9606.ENSP00000215071	0	0	0	0	0.793	0.992	0.900	0.597	0.999
ATP5C1	ATP5H	4441891	4437775	9606.ENSP00000349142	9606.ENSP00000301587	0	0	0	0	0.945	0.797	0.900	0.761	0.999
PSMC6	PSMD12	4448198	4441829	9606.ENSP00000401802	9606.ENSP00000348442	0	0	0	0	0.927	0.994	0.900	0.747	0.999
LSM5	PRPF3	4448567	4438990	9606.ENSP00000410758	9606.ENSP00000315379	0	0	0	0	0.104	0.992	0.900	0.141	0.999
PSMD12	PSMB6	4441829	4435950	9606.ENSP00000348442	9606.ENSP00000270586	0	0	0	0	0.541	0.989	0.900	0.408	0.999
ADRM1	PSMD12	4451336	4441829	9606.ENSP00000478877	9606.ENSP00000348442	0	0	0	0	0.380	0.967	0.900	0.869	0.999
CCT3	CCT8	4437177	4436697	9606.ENSP00000295688	9606.ENSP00000286788	0	0	0.324	0.744	0.992	0.968	0.900	0.883	0.999
ATP5H	ATP5E	4437775	4433873	9606.ENSP00000301587	9606.ENSP00000243997	0	0	0	0	0.937	0.746	0.900	0.579	0.999
SNRNP200	SNRPA1	4439101	4434347	9606.ENSP00000317123	9606.ENSP00000254193	0	0	0	0	0.156	0.993	0.900	0.658	0.999
NHP2L1	SNRNP200	4447058	4439101	9606.ENSP00000383949	9606.ENSP00000317123	0	0	0	0	0.175	0.957	0.900	0.800	0.999
NDUFA11	NDUFS6	4447589	4436114	9606.ENSP00000389160	9606.ENSP00000274137	0	0	0	0	0.898	0.857	0.900	0.586	0.999
PSMC6	PSMB6	4448198	4435950	9606.ENSP00000401802	9606.ENSP00000270586	0	0	0	0	0.734	0.989	0.900	0.557	0.999
NDUFA11	NDUFS7	4447589	4433596	9606.ENSP00000389160	9606.ENSP00000233627	0	0	0	0	0.894	0.903	0.900	0.541	0.999
CCT3	CCT7	4437177	4434598	9606.ENSP00000295688	9606.ENSP00000258091	0	0	0.371	0.822	0.996	0.969	0.900	0.884	0.999
RPL10A	RPL8	4444285	4435108	9606.ENSP00000363018	9606.ENSP00000262584	0.167	0	0	0	0.999	0.992	0.900	0.591	0.999
PRPF3	TXNL4A	4438990	4435902	9606.ENSP00000315379	9606.ENSP00000269601	0	0	0	0	0.091	0.991	0.900	0.354	0.999
ADRM1	PSMC6	4451336	4448198	9606.ENSP00000478877	9606.ENSP00000401802	0	0	0	0	0.774	0.963	0.900	0.627	0.999
RPL10A	RPSA	4444285	4441585	9606.ENSP00000363018	9606.ENSP00000346067	0	0	0	0	0.952	0.991	0.900	0.425	0.999
POLR2K	POLR2G	4441290	4437798	9606.ENSP00000342889	9606.ENSP00000301788	0	0	0	0	0.154	0.999	0.900	0.891	0.999
EIF3I	RPSA	4444219	4441585	9606.ENSP00000362688	9606.ENSP00000346067	0	0	0	0	0.969	0.674	0.900	0.502	0.999
PSMB6	PSMD8	4435950	4432854	9606.ENSP00000270586	9606.ENSP00000215071	0	0	0	0	0.878	0.992	0.900	0.503	0.999
MRPL24	MRPL4	4442484	4434282	9606.ENSP00000354525	9606.ENSP00000253099	0.110	0	0	0	0.846	0.980	0.900	0.197	0.999
EIF3H	EIF3D	4449525	4432926	9606.ENSP00000429931	9606.ENSP00000216190	0	0	0	0	0.894	0.943	0.900	0.860	0.999
RPSA	RPL8	4441585	4435108	9606.ENSP00000346067	9606.ENSP00000262584	0.100	0	0	0	0.990	0.992	0.900	0.512	0.999
POLR2K	POLR2I	4441290	4433186	9606.ENSP00000342889	9606.ENSP00000221859	0	0	0	0	0.134	0.995	0.900	0.873	0.999
LSM6	LSM3	4449213	4437830	9606.ENSP00000422392	9606.ENSP00000302160	0	0	0.258	0	0.340	0.998	0.900	0.933	0.999
PSMC6	PSMD14	4448198	4447392	9606.ENSP00000401802	9606.ENSP00000386541	0	0	0	0	0.856	0.994	0.900	0.698	0.999
VCP	DERL1	4442186	4434709	9606.ENSP00000351777	9606.ENSP00000259512	0	0	0	0	0.064	0.994	0.900	0.712	0.999
MT-ND3	NDUFV1	4442630	4439527	9606.ENSP00000355206	9606.ENSP00000322450	0.295	0	0	0	0.411	0.943	0.900	0.662	0.999
PSMA2	PSMD8	4433278	4432854	9606.ENSP00000223321	9606.ENSP00000215071	0	0	0	0	0.897	0.994	0.900	0.615	0.999
PSMA1	PSMC6	4448731	4448198	9606.ENSP00000414359	9606.ENSP00000401802	0.059	0	0	0	0.892	0.992	0.900	0.561	0.999
PSMD14	PSMD8	4447392	4432854	9606.ENSP00000386541	9606.ENSP00000215071	0	0	0	0	0.768	0.994	0.900	0.895	0.999
NDUFS6	NDUFS7	4436114	4433596	9606.ENSP00000274137	9606.ENSP00000233627	0	0	0	0	0.780	0.989	0.900	0.763	0.999
EIF3M	EIF3H	4449770	4449525	9606.ENSP00000436049	9606.ENSP00000429931	0	0	0	0	0.919	0.997	0.900	0.870	0.999
RAN	RANBP2	4450191	4436527	9606.ENSP00000446215	9606.ENSP00000283195	0	0	0	0	0.367	0.989	0.900	0.703	0.999
ADRM1	PSMD8	4451336	4432854	9606.ENSP00000478877	9606.ENSP00000215071	0	0	0	0	0.580	0.961	0.900	0.871	0.999
PSMB7	PSMD8	4434704	4432854	9606.ENSP00000259457	9606.ENSP00000215071	0	0	0	0	0.608	0.989	0.900	0.648	0.999
LSM6	LSM5	4449213	4448567	9606.ENSP00000422392	9606.ENSP00000410758	0	0	0	0	0.503	0.998	0.900	0.960	0.999
PSMD12	PSMB7	4441829	4434704	9606.ENSP00000348442	9606.ENSP00000259457	0	0	0	0	0.690	0.992	0.900	0.603	0.999
TRAF3	CD40	4450450	4443911	9606.ENSP00000454207	9606.ENSP00000361359	0	0	0	0	0.062	0.876	0.900	0.934	0.999
CCT4	CCT3	4446274	4437177	9606.ENSP00000377958	9606.ENSP00000295688	0	0	0.357	0.840	0.993	0.966	0.900	0.882	0.999
PSMD12	PSMD8	4441829	4432854	9606.ENSP00000348442	9606.ENSP00000215071	0	0	0	0	0.723	0.993	0.900	0.913	0.999
CDK2	CCNB1	4435732	4434484	9606.ENSP00000266970	9606.ENSP00000256442	0	0	0	0	0.433	0.974	0.900	0.856	0.999
PSMD14	PSMA2	4447392	4433278	9606.ENSP00000386541	9606.ENSP00000223321	0	0	0	0	0.893	0.992	0.900	0.549	0.999
CCT4	CCT8	4446274	4436697	9606.ENSP00000377958	9606.ENSP00000286788	0	0	0.310	0.772	0.993	0.957	0.900	0.896	0.999
PSMB6	PSMB7	4435950	4434704	9606.ENSP00000270586	9606.ENSP00000259457	0	0	0.262	0.753	0.892	0.992	0.900	0.875	0.999
EIF3H	EIF3I	4449525	4444219	9606.ENSP00000429931	9606.ENSP00000362688	0	0	0	0	0.894	0.947	0.900	0.857	0.999
PSMD14	PSMB6	4447392	4435950	9606.ENSP00000386541	9606.ENSP00000270586	0	0	0	0	0.590	0.988	0.900	0.456	0.999
TRA2B	SRSF6	4448854	4433875	9606.ENSP00000416959	9606.ENSP00000244020	0	0	0	0	0.391	0.930	0.900	0.642	0.998
DCTN1	DCTN3	4442543	4434716	9606.ENSP00000354791	9606.ENSP00000259632	0	0	0	0	0.503	0.893	0.900	0.761	0.998
SNRNP200	TXNL4A	4439101	4435902	9606.ENSP00000317123	9606.ENSP00000269601	0	0	0	0	0.094	0.957	0.900	0.727	0.998
LSM5	TXNL4A	4448567	4435902	9606.ENSP00000410758	9606.ENSP00000269601	0	0	0	0	0.277	0.960	0.900	0.457	0.998
ATP5C1	ATP5G3	4441891	4436602	9606.ENSP00000349142	9606.ENSP00000284727	0.154	0	0	0	0.867	0.734	0.900	0.702	0.998
MRPL24	MRPL1	4442484	4438965	9606.ENSP00000354525	9606.ENSP00000315017	0.135	0	0	0	0.450	0.942	0.900	0.622	0.998
NHP2L1	SNRPB2	4447058	4433966	9606.ENSP00000383949	9606.ENSP00000246071	0	0	0	0	0.544	0.944	0.900	0.352	0.998
NHP2L1	LSM7	4447058	4434242	9606.ENSP00000383949	9606.ENSP00000252622	0	0	0	0	0.346	0.960	0.900	0.462	0.998
ADRM1	PSMA2	4451336	4433278	9606.ENSP00000478877	9606.ENSP00000223321	0	0	0	0	0.453	0.951	0.900	0.401	0.998
NDUFA11	NDUFV1	4447589	4439527	9606.ENSP00000389160	9606.ENSP00000322450	0	0	0	0	0.746	0.859	0.900	0.617	0.998
NDUFC1	NDUFB9	4449976	4436240	9606.ENSP00000441126	9606.ENSP00000276689	0	0	0	0	0.664	0.937	0.900	0.535	0.998
NDUFA1	NDUFS6	4443745	4436114	9606.ENSP00000360492	9606.ENSP00000274137	0	0	0	0	0.300	0.919	0.900	0.710	0.998
NDUFC1	NDUFS6	4449976	4436114	9606.ENSP00000441126	9606.ENSP00000274137	0	0	0	0	0.386	0.938	0.900	0.548	0.998
LSM6	SNRPA1	4449213	4434347	9606.ENSP00000422392	9606.ENSP00000254193	0	0	0	0	0.163	0.960	0.900	0.514	0.998
NDUFA11	NDUFB9	4447589	4436240	9606.ENSP00000389160	9606.ENSP00000276689	0	0	0	0	0.881	0.753	0.900	0.613	0.998
NHP2L1	LSM3	4447058	4437830	9606.ENSP00000383949	9606.ENSP00000302160	0	0	0	0	0.250	0.960	0.900	0.599	0.998
LSM3	TXNL4A	4437830	4435902	9606.ENSP00000302160	9606.ENSP00000269601	0	0	0	0	0.190	0.960	0.900	0.509	0.998
SOD2	CAT	4450194	4433793	9606.ENSP00000446252	9606.ENSP00000241052	0.069	0	0	0	0.080	0.419	0.900	0.968	0.998
SF3B5	LSM7	4442913	4434242	9606.ENSP00000356541	9606.ENSP00000252622	0	0	0	0	0.574	0.960	0.900	0.073	0.998
ATP5C1	ATP5E	4441891	4433873	9606.ENSP00000349142	9606.ENSP00000243997	0	0	0	0	0.501	0.802	0.900	0.831	0.998
POLR2K	POLR1D	4441290	4437857	9606.ENSP00000342889	9606.ENSP00000302478	0	0	0	0	0.655	0.651	0.900	0.859	0.998
NDUFC1	NDUFA1	4449976	4443745	9606.ENSP00000441126	9606.ENSP00000360492	0	0	0	0	0.551	0.937	0.900	0.641	0.998
LSM6	TXNL4A	4449213	4435902	9606.ENSP00000422392	9606.ENSP00000269601	0	0	0	0	0.255	0.960	0.900	0.560	0.998
LSM6	PRPF3	4449213	4438990	9606.ENSP00000422392	9606.ENSP00000315379	0	0	0	0	0.101	0.986	0.900	0.059	0.998
NUP153	NUP107	4450099	4433447	9606.ENSP00000444029	9606.ENSP00000229179	0	0	0	0	0.190	0.830	0.900	0.916	0.998
SUN2	SYNE1	4447251	4442844	9606.ENSP00000385616	9606.ENSP00000356224	0	0	0	0	0	0.901	0.900	0.862	0.998
TXNL4A	LSM7	4435902	4434242	9606.ENSP00000269601	9606.ENSP00000252622	0	0	0	0	0.125	0.960	0.900	0.562	0.998
SOD2	SOD1	4450194	4435927	9606.ENSP00000446252	9606.ENSP00000270142	0	0	0	0	0.176	0.624	0.900	0.959	0.998
LSM5	SF3B5	4448567	4442913	9606.ENSP00000410758	9606.ENSP00000356541	0	0	0	0	0.521	0.960	0.900	0	0.997
ADRM1	PSMB6	4451336	4435950	9606.ENSP00000478877	9606.ENSP00000270586	0	0	0	0	0.684	0.914	0.900	0.171	0.997
UBE2I	PIAS1	4441792	4434102	9606.ENSP00000348056	9606.ENSP00000249636	0	0	0	0	0.065	0.825	0.900	0.876	0.997
LSM6	SNRPB2	4449213	4433966	9606.ENSP00000422392	9606.ENSP00000246071	0	0	0	0	0.322	0.959	0.900	0.092	0.997
ALYREF	TRA2B	4449181	4448854	9606.ENSP00000421592	9606.ENSP00000416959	0	0	0.237	0	0.934	0.170	0.900	0.550	0.997
PRPF3	SNRPA1	4438990	4434347	9606.ENSP00000315379	9606.ENSP00000254193	0	0	0	0	0.121	0.966	0.900	0.352	0.997
LSM5	SNRPB2	4448567	4433966	9606.ENSP00000410758	9606.ENSP00000246071	0	0	0	0	0.317	0.959	0.900	0.147	0.997
SF3B5	SNRPB2	4442913	4433966	9606.ENSP00000356541	9606.ENSP00000246071	0	0	0	0	0.332	0.959	0.900	0	0.997
SNRNP200	SNRPB2	4439101	4433966	9606.ENSP00000317123	9606.ENSP00000246071	0	0	0	0	0.198	0.964	0.900	0.244	0.997
LSM3	SNRPA1	4437830	4434347	9606.ENSP00000302160	9606.ENSP00000254193	0	0	0	0	0.324	0.960	0.900	0.312	0.997
EIF4A3	SNRPA1	4435883	4434347	9606.ENSP00000269349	9606.ENSP00000254193	0	0	0	0	0.255	0.959	0.900	0.149	0.997
SF3B5	SNRNP200	4442913	4439101	9606.ENSP00000356541	9606.ENSP00000317123	0	0	0	0	0.190	0.953	0.900	0.354	0.997
LSM6	NHP2L1	4449213	4447058	9606.ENSP00000422392	9606.ENSP00000383949	0	0	0	0	0.267	0.960	0.900	0.298	0.997
SNRPA1	LSM7	4434347	4434242	9606.ENSP00000254193	9606.ENSP00000252622	0	0	0	0	0.157	0.960	0.900	0.472	0.997
NHP2L1	SNRPA1	4447058	4434347	9606.ENSP00000383949	9606.ENSP00000254193	0	0	0	0	0.200	0.960	0.900	0.211	0.997
SF3B5	LSM3	4442913	4437830	9606.ENSP00000356541	9606.ENSP00000302160	0	0	0	0	0.456	0.960	0.900	0	0.997
LSM3	SNRPB2	4437830	4433966	9606.ENSP00000302160	9606.ENSP00000246071	0	0	0	0	0.499	0.959	0.900	0.117	0.997
NDUFC1	NDUFS7	4449976	4433596	9606.ENSP00000441126	9606.ENSP00000233627	0	0	0	0	0.461	0.910	0.900	0.488	0.997
SNRNP200	LSM3	4439101	4437830	9606.ENSP00000317123	9606.ENSP00000302160	0	0	0	0	0.166	0.957	0.900	0.337	0.997
PRPF3	LSM7	4438990	4434242	9606.ENSP00000315379	9606.ENSP00000252622	0	0	0	0	0.095	0.960	0.900	0.295	0.997
NHP2L1	SF3B5	4447058	4442913	9606.ENSP00000383949	9606.ENSP00000356541	0	0	0	0	0.312	0.960	0.900	0	0.997
GTF2A2	POLR2G	4446498	4437798	9606.ENSP00000379372	9606.ENSP00000301788	0	0	0	0	0.173	0.959	0.900	0	0.996
NUP62	NUP153	4450981	4450099	9606.ENSP00000471191	9606.ENSP00000444029	0	0	0	0	0.104	0.549	0.900	0.927	0.996
ATP5H	ATP5G3	4437775	4436602	9606.ENSP00000301587	9606.ENSP00000284727	0	0	0	0	0.674	0.736	0.900	0.652	0.996
TXNL4A	SNRPB2	4435902	4433966	9606.ENSP00000269601	9606.ENSP00000246071	0	0	0	0	0.216	0.944	0.900	0.268	0.996
GTF2A2	POLR2K	4446498	4441290	9606.ENSP00000379372	9606.ENSP00000342889	0	0	0	0	0.179	0.960	0.900	0.082	0.996
LSM5	SNRNP200	4448567	4439101	9606.ENSP00000410758	9606.ENSP00000317123	0	0	0	0	0.111	0.957	0.900	0.111	0.996
UBE2I	NSMCE2	4441792	4436723	9606.ENSP00000348056	9606.ENSP00000287437	0	0	0	0	0.086	0.733	0.900	0.869	0.996
SF3B5	PRPF3	4442913	4438990	9606.ENSP00000356541	9606.ENSP00000315379	0	0	0	0	0.155	0.960	0.900	0.063	0.996
LSM5	SNRPA1	4448567	4434347	9606.ENSP00000410758	9606.ENSP00000254193	0	0	0	0	0.197	0.960	0.900	0.120	0.996
LSM6	SNRNP200	4449213	4439101	9606.ENSP00000422392	9606.ENSP00000317123	0	0	0	0	0.103	0.957	0.900	0.152	0.996
SOD1	CAT	4435927	4433793	9606.ENSP00000270142	9606.ENSP00000241052	0.110	0	0	0	0.129	0.440	0.900	0.937	0.996
LSM7	SNRPB2	4434242	4433966	9606.ENSP00000252622	9606.ENSP00000246071	0	0	0	0	0.229	0.958	0.900	0.131	0.996
GTF2A2	POLR2I	4446498	4433186	9606.ENSP00000379372	9606.ENSP00000221859	0	0	0	0	0.122	0.960	0.900	0.068	0.996
SF3B5	TXNL4A	4442913	4435902	9606.ENSP00000356541	9606.ENSP00000269601	0	0	0	0	0.216	0.960	0.900	0.136	0.996
VCP	UBXN7	4442186	4437265	9606.ENSP00000351777	9606.ENSP00000296328	0	0	0	0	0.082	0.979	0.540	0.669	0.996
NDUFA1	NDUFV1	4443745	4439527	9606.ENSP00000360492	9606.ENSP00000322450	0	0	0	0	0.064	0.874	0.900	0.711	0.996
NDUFA1	MT-ND3	4443745	4442630	9606.ENSP00000360492	9606.ENSP00000355206	0	0	0	0	0	0.874	0.900	0.756	0.996
LSM6	SF3B5	4449213	4442913	9606.ENSP00000422392	9606.ENSP00000356541	0	0	0	0	0.212	0.960	0.900	0	0.996
TXNL4A	SNRPA1	4435902	4434347	9606.ENSP00000269601	9606.ENSP00000254193	0	0	0	0	0.167	0.960	0.900	0.147	0.996
NDUFA1	NDUFB9	4443745	4436240	9606.ENSP00000360492	9606.ENSP00000276689	0	0	0	0	0.561	0.874	0.900	0.474	0.996
EIF3I	RPL8	4444219	4435108	9606.ENSP00000362688	9606.ENSP00000262584	0	0	0	0	0.959	0.054	0.900	0.126	0.996
SNRNP200	LSM7	4439101	4434242	9606.ENSP00000317123	9606.ENSP00000252622	0	0	0	0	0.125	0.957	0.900	0.069	0.996
ADRM1	PSMB7	4451336	4434704	9606.ENSP00000478877	9606.ENSP00000259457	0	0	0	0	0.421	0.903	0.900	0.225	0.995
SNRNP200	EIF4A3	4439101	4435883	9606.ENSP00000317123	9606.ENSP00000269349	0	0	0	0	0.201	0.891	0.900	0.563	0.995
MT-ND3	NDUFB9	4442630	4436240	9606.ENSP00000355206	9606.ENSP00000276689	0	0	0	0	0.113	0.942	0.900	0.172	0.995
NDUFV1	UQCRFS1	4439527	4438219	9606.ENSP00000322450	9606.ENSP00000306397	0	0	0	0	0.840	0.886	0	0.754	0.995
RAN	NUP153	4450191	4450099	9606.ENSP00000446215	9606.ENSP00000444029	0	0	0	0	0.117	0.834	0.900	0.715	0.995
SNRPN	SNRPA1	4446975	4434347	9606.ENSP00000382972	9606.ENSP00000254193	0	0	0	0	0.110	0.926	0.900	0.396	0.995
NDUFA1	NDUFS7	4443745	4433596	9606.ENSP00000360492	9606.ENSP00000233627	0	0	0	0	0.141	0.869	0.900	0.677	0.995
PRPF3	SNRPB2	4438990	4433966	9606.ENSP00000315379	9606.ENSP00000246071	0	0	0	0	0.179	0.938	0.900	0.171	0.995
UQCRQ	NDUFB9	4445100	4436240	9606.ENSP00000367939	9606.ENSP00000276689	0	0	0	0	0.948	0.829	0	0.482	0.995
RAB7A	MON1B	4435545	4434052	9606.ENSP00000265062	9606.ENSP00000248248	0	0	0	0	0.064	0.736	0.900	0.855	0.995
LSM6	SNRPN	4449213	4446975	9606.ENSP00000422392	9606.ENSP00000382972	0	0	0	0	0.080	0.926	0.900	0.441	0.995
SOCS3	STAT3	4440175	4435468	9606.ENSP00000330341	9606.ENSP00000264657	0	0	0	0	0.103	0.106	0.900	0.954	0.995
NDUFA11	NDUFA1	4447589	4443745	9606.ENSP00000389160	9606.ENSP00000360492	0	0	0	0	0.467	0.736	0.900	0.657	0.994
ENSG00000270800	RPL10A	4451118	4444285	9606.ENSP00000475027	9606.ENSP00000363018	0	0	0	0	0.789	0.958	0	0.417	0.994
ENSG00000270800	RPL8	4451118	4435108	9606.ENSP00000475027	9606.ENSP00000262584	0	0	0	0	0.821	0.959	0	0.266	0.994
CNOT8	CNOT11	4449547	4436809	9606.ENSP00000430493	9606.ENSP00000289382	0	0	0	0	0.050	0.826	0.900	0.727	0.994
ALYREF	EIF4A3	4449181	4435883	9606.ENSP00000421592	9606.ENSP00000269349	0	0	0	0	0.396	0.754	0.900	0.696	0.994
UQCRQ	NDUFS6	4445100	4436114	9606.ENSP00000367939	9606.ENSP00000274137	0	0	0	0	0.943	0.868	0	0.257	0.994
NUP153	TPR	4450099	4442896	9606.ENSP00000444029	9606.ENSP00000356448	0	0	0	0	0.457	0.412	0.900	0.842	0.994
PCNA	CDK2	4445167	4435732	9606.ENSP00000368458	9606.ENSP00000266970	0	0	0	0	0.685	0.718	0.900	0.467	0.994
NDUFC1	NDUFV1	4449976	4439527	9606.ENSP00000441126	9606.ENSP00000322450	0	0	0	0	0.141	0.874	0.900	0.527	0.994
EIF4A3	SNRPB2	4435883	4433966	9606.ENSP00000269349	9606.ENSP00000246071	0	0	0	0	0.229	0.916	0.900	0.062	0.993
PKM	ENO1	4439337	4433634	9606.ENSP00000320171	9606.ENSP00000234590	0.111	0	0	0	0.711	0	0.900	0.774	0.993
SNRPN	SNRPB2	4446975	4433966	9606.ENSP00000382972	9606.ENSP00000246071	0	0	0	0	0.203	0.907	0.900	0.221	0.993
SNRPN	PRPF3	4446975	4438990	9606.ENSP00000382972	9606.ENSP00000315379	0	0	0	0	0.061	0.928	0.900	0.107	0.993
EIF3M	RPL8	4449770	4435108	9606.ENSP00000436049	9606.ENSP00000262584	0	0	0	0	0.932	0	0.900	0	0.992
SNRPN	TXNL4A	4446975	4435902	9606.ENSP00000382972	9606.ENSP00000269601	0	0	0	0	0.085	0.919	0.900	0.068	0.992
NUP62	NUP107	4450981	4433447	9606.ENSP00000471191	9606.ENSP00000229179	0	0	0	0	0.202	0.314	0.900	0.878	0.992
UQCRQ	COX6A1	4445100	4433467	9606.ENSP00000367939	9606.ENSP00000229379	0	0	0	0	0.862	0.732	0.540	0.619	0.992
