"","logFC","logCPM","PValue","qval"
"ENSG00000168906.12",-2.510257057,6.891077147,0.004556465,0.00224310113491465
"ENSG00000128228.4",3.59917001,1.3268116,0.004569388,0.00224891826672504
"ENSG00000271228.1",-3.741099566,1.214278289,0.004569388,0.00224891826672504
"ENSG00000158122.11",2.499608693,7.848017966,0.004591399,0.00225881976832889
"ENSG00000184990.12",2.511192558,6.666098992,0.004629417,0.0022759026962225
"ENSG00000204130.12",-2.743036959,3.12414242,0.004684563,0.00230063871795382
"ENSG00000185883.11",-2.730185349,3.198088909,0.004810534,0.00235695274869179
"ENSG00000143811.18",-2.774621363,2.750802689,0.004811303,0.00235729570942067
"ENSG00000063169.10",6.830859423,0.454278405,0.00481584,0.0023593189328641
"ENSG00000099308.10",6.830859423,0.454278405,0.00481584,0.0023593189328641
"ENSG00000104221.12",-6.807954537,0.337880156,0.00481584,0.0023593189328641
"ENSG00000115145.9",6.830859423,0.454278405,0.00481584,0.0023593189328641
"ENSG00000117620.14",6.830859423,0.454278405,0.00481584,0.0023593189328641
"ENSG00000121057.12",6.830859423,0.454278405,0.00481584,0.0023593189328641
"ENSG00000124721.17",-6.807954537,0.337880156,0.00481584,0.0023593189328641
"ENSG00000128563.13",6.830859423,0.454278405,0.00481584,0.0023593189328641
"ENSG00000135315.11",6.830859423,0.454278405,0.00481584,0.0023593189328641
"ENSG00000147144.12",-6.807954537,0.337880156,0.00481584,0.0023593189328641
"ENSG00000149150.8",-6.807954537,0.337880156,0.00481584,0.0023593189328641
"ENSG00000160813.6",6.830859423,0.454278405,0.00481584,0.0023593189328641
"ENSG00000162714.12",-6.807954537,0.337880156,0.00481584,0.0023593189328641
"ENSG00000163154.5",-6.807954537,0.337880156,0.00481584,0.0023593189328641
"ENSG00000163535.17",6.830859423,0.454278405,0.00481584,0.0023593189328641
"ENSG00000169105.7",6.830859423,0.454278405,0.00481584,0.0023593189328641
"ENSG00000170734.11",6.830859423,0.454278405,0.00481584,0.0023593189328641
"ENSG00000170854.17",-6.807954537,0.337880156,0.00481584,0.0023593189328641
"ENSG00000171130.17",6.830859423,0.454278405,0.00481584,0.0023593189328641
"ENSG00000175741.5",-6.807954537,0.337880156,0.00481584,0.0023593189328641
"ENSG00000196387.9",6.830859423,0.454278405,0.00481584,0.0023593189328641
"ENSG00000196878.14",6.830859423,0.454278405,0.00481584,0.0023593189328641
"ENSG00000197948.10",6.830859423,0.454278405,0.00481584,0.0023593189328641
"ENSG00000203321.2",6.830859423,0.454278405,0.00481584,0.0023593189328641
"ENSG00000204856.11",-6.807954537,0.337880156,0.00481584,0.0023593189328641
"ENSG00000215838.4",6.830859423,0.454278405,0.00481584,0.0023593189328641
"ENSG00000229368.1",-6.807954537,0.337880156,0.00481584,0.0023593189328641
"ENSG00000229591.1",-6.807954537,0.337880156,0.00481584,0.0023593189328641
"ENSG00000236699.8",-6.807954537,0.337880156,0.00481584,0.0023593189328641
"ENSG00000237054.9",6.830859423,0.454278405,0.00481584,0.0023593189328641
"ENSG00000240535.8",-6.807954537,0.337880156,0.00481584,0.0023593189328641
"ENSG00000248544.2",6.830859423,0.454278405,0.00481584,0.0023593189328641
"ENSG00000251598.1",6.830859423,0.454278405,0.00481584,0.0023593189328641
"ENSG00000254166.2",-6.807954537,0.337880156,0.00481584,0.0023593189328641
"ENSG00000266378.1",-6.807954537,0.337880156,0.00481584,0.0023593189328641
"ENSG00000270210.1",-6.807954537,0.337880156,0.00481584,0.0023593189328641
"ENSG00000272917.1",-6.807954537,0.337880156,0.00481584,0.0023593189328641
"ENSG00000123329.17",-2.493799367,6.784550385,0.00482044,0.00236136990086766
"ENSG00000100519.11",-2.499511616,6.353221293,0.004843008,0.0023716530661207
"ENSG00000095585.16",-2.496675169,6.133092777,0.004862037,0.00238031847729336
"ENSG00000109445.10",2.627069593,3.612061837,0.004889654,0.00239288623090087
"ENSG00000100614.17",-2.494122952,6.487283962,0.00489559,0.0023955862386607
"ENSG00000174799.10",2.491736575,6.565353655,0.004904198,0.00239950079329225
"ENSG00000112339.14",2.490320148,6.587629398,0.004916848,0.0024052517169926
"ENSG00000146834.13",-2.539154204,5.066624708,0.00492931,0.00241091512323197
"ENSG00000143013.12",2.592087312,4.377450223,0.004978423,0.00243333348814785
"ENSG00000100368.13",-2.556107204,4.490871835,0.004987622,0.0024375292284563
"ENSG00000143702.15",2.500368705,5.641002905,0.005015762,0.00245035769662669
"ENSG00000132530.16",-2.477569745,6.746706537,0.005053976,0.00246776322533296
"ENSG00000148429.14",-2.501452164,5.75148611,0.005076098,0.00247783111034339
"ENSG00000078177.13",2.502998373,5.415455745,0.005077168,0.00247831792406075
"ENSG00000139618.14",2.713360891,3.123234102,0.005126703,0.00250083941513863
"ENSG00000141522.11",-2.690940395,3.245004425,0.005132378,0.00250341769489174
"ENSG00000083168.9",2.480801554,6.179686087,0.005173486,0.00252208230188151
"ENSG00000106591.3",2.462965328,7.352131837,0.005215757,0.00254125357676137
"ENSG00000127074.14",2.459023336,7.810395232,0.005225966,0.00254588044492398
"ENSG00000165688.11",2.583190329,4.026786884,0.005258164,0.00256046478706073
"ENSG00000255073.8",-2.503412331,5.29439677,0.00528633,0.00257321252372275
"ENSG00000145817.16",-2.512221853,4.802798606,0.00529783,0.00257841458903198
"ENSG00000002586.18",-2.46351763,6.386031736,0.005345966,0.00260017175964035
"ENSG00000002586.18_PAR_Y",-2.46351763,6.386031736,0.005345966,0.00260017175964035
"ENSG00000175309.14",4.058362638,0.902761698,0.005404101,0.00262641120369312
"ENSG00000269609.5",-4.260069484,0.840749951,0.005404101,0.00262641120369312
"ENSG00000152904.11",-2.497292396,4.691529281,0.005562956,0.00269790409801431
"ENSG00000239305.6",-2.580424016,3.556693246,0.00558002,0.00270556581163078
"ENSG00000163596.16",3.065352649,1.74864571,0.005623714,0.00272516852237257
"ENSG00000054282.15",2.965696455,2.395886014,0.00562384,0.00272522501762275
"ENSG00000156471.12",2.522599152,4.240614034,0.005691432,0.0027555043362291
"ENSG00000115944.14",-2.494111243,4.923940707,0.00570412,0.00276118214764012
"ENSG00000116786.11",2.585036072,3.820248856,0.005737513,0.00277611619901741
"ENSG00000141682.11",-2.419784387,9.053619532,0.005803983,0.00280580363018579
"ENSG00000118922.17",-2.456735759,5.650980904,0.00582044,0.00281314572630941
"ENSG00000074695.5",2.437807305,6.60411838,0.005845953,0.00282452172109581
"ENSG00000160075.11",-2.440393579,6.122685745,0.005859521,0.00283056842663323
"ENSG00000109771.15",-2.806795932,2.223283859,0.005876651,0.00283819946720949
"ENSG00000065518.7",-2.464183174,5.081856108,0.00590014,0.00284865767655802
"ENSG00000204469.12",-3.399621103,1.431890497,0.005932006,0.00286283525686833
"ENSG00000173660.11",2.421142629,7.275845931,0.006010375,0.00289765179202589
"ENSG00000008324.11",-2.421278392,7.099784077,0.006021077,0.00290240070931436
"ENSG00000167645.16",2.523304743,4.070334696,0.006038444,0.00291010430265557
"ENSG00000239857.6",2.52824929,4.323739307,0.006050734,0.00291555372194167
"ENSG00000196092.12",2.434142278,5.919537779,0.00612379,0.00294791045887553
"ENSG00000084093.16",-2.541523944,3.690487579,0.006143539,0.00295664664252811
"ENSG00000146112.11",-2.529356458,3.781445732,0.006243759,0.00300090995151062
"ENSG00000164308.16",2.421528462,5.96742342,0.006296767,0.00302427429855634
"ENSG00000242485.5",2.418064479,6.095861042,0.00634082,0.00304366674322937
"ENSG00000106682.14",-2.402899768,7.228732447,0.006350627,0.00304798079460352
"ENSG00000016864.18",6.732228683,0.377378259,0.006379424,0.00306064202110874
"ENSG00000020129.15",-6.693549908,0.249068401,0.006379424,0.00306064202110874
"ENSG00000048140.17",-6.693549908,0.249068401,0.006379424,0.00306064202110874
"ENSG00000066185.12",-6.693549908,0.249068401,0.006379424,0.00306064202110874
"ENSG00000070476.14",6.732228683,0.377378259,0.006379424,0.00306064202110874
"ENSG00000103266.10",-6.693549908,0.249068401,0.006379424,0.00306064202110874
"ENSG00000104047.14",6.732228683,0.377378259,0.006379424,0.00306064202110874
"ENSG00000104522.15",-6.693549908,0.249068401,0.006379424,0.00306064202110874
"ENSG00000104880.17",6.732228683,0.377378259,0.006379424,0.00306064202110874
"ENSG00000108599.14",6.732228683,0.377378259,0.006379424,0.00306064202110874
"ENSG00000120075.5",6.732228683,0.377378259,0.006379424,0.00306064202110874
"ENSG00000131473.16",-6.693549908,0.249068401,0.006379424,0.00306064202110874
"ENSG00000139946.9",-6.693549908,0.249068401,0.006379424,0.00306064202110874
"ENSG00000141068.13",-6.693549908,0.249068401,0.006379424,0.00306064202110874
"ENSG00000157045.8",6.732228683,0.377378259,0.006379424,0.00306064202110874
"ENSG00000165782.10",-6.693549908,0.249068401,0.006379424,0.00306064202110874
"ENSG00000168781.21",6.732228683,0.377378259,0.006379424,0.00306064202110874
"ENSG00000170037.13",-6.693549908,0.249068401,0.006379424,0.00306064202110874
"ENSG00000171161.12",-6.693549908,0.249068401,0.006379424,0.00306064202110874
"ENSG00000171853.15",6.732228683,0.377378259,0.006379424,0.00306064202110874
"ENSG00000172209.5",-6.693549908,0.249068401,0.006379424,0.00306064202110874
"ENSG00000180423.4",-6.693549908,0.249068401,0.006379424,0.00306064202110874
"ENSG00000182162.10",6.732228683,0.377378259,0.006379424,0.00306064202110874
"ENSG00000182162.10_PAR_Y",6.732228683,0.377378259,0.006379424,0.00306064202110874
"ENSG00000197165.10",-6.693549908,0.249068401,0.006379424,0.00306064202110874
"ENSG00000197782.14",6.732228683,0.377378259,0.006379424,0.00306064202110874
"ENSG00000200795.1",6.732228683,0.377378259,0.006379424,0.00306064202110874
"ENSG00000227632.2",-6.693549908,0.249068401,0.006379424,0.00306064202110874
"ENSG00000229809.8",6.732228683,0.377378259,0.006379424,0.00306064202110874
"ENSG00000234028.3",-6.693549908,0.249068401,0.006379424,0.00306064202110874
"ENSG00000235437.7",6.732228683,0.377378259,0.006379424,0.00306064202110874
"ENSG00000240914.1",-6.693549908,0.249068401,0.006379424,0.00306064202110874
"ENSG00000242398.3",-6.693549908,0.249068401,0.006379424,0.00306064202110874
"ENSG00000243024.6",-6.693549908,0.249068401,0.006379424,0.00306064202110874
"ENSG00000243051.3",-6.693549908,0.249068401,0.006379424,0.00306064202110874
"ENSG00000246740.2",-6.693549908,0.249068401,0.006379424,0.00306064202110874
"ENSG00000249971.1",6.732228683,0.377378259,0.006379424,0.00306064202110874
"ENSG00000255081.1",6.732228683,0.377378259,0.006379424,0.00306064202110874
"ENSG00000259343.6",6.732228683,0.377378259,0.006379424,0.00306064202110874
"ENSG00000262251.1",6.732228683,0.377378259,0.006379424,0.00306064202110874
"ENSG00000267705.1",-6.693549908,0.249068401,0.006379424,0.00306064202110874
"ENSG00000278099.1",6.732228683,0.377378259,0.006379424,0.00306064202110874
"ENSG00000283773.1",6.732228683,0.377378259,0.006379424,0.00306064202110874
"ENSG00000151131.10",-2.400165561,7.049460977,0.006408511,0.00307342101801203
"ENSG00000101166.15",2.386542777,9.022319732,0.006452343,0.00309265958526183
"ENSG00000141524.15",-2.402764177,6.615247773,0.006462494,0.00309711186129389
"ENSG00000137812.19",2.493483498,4.368968257,0.006478987,0.00310434323598758
"ENSG00000162736.15",2.405698854,6.146942365,0.006499927,0.00311351988899085
"ENSG00000105063.18",2.919253463,2.357166238,0.006537408,0.00312993279944685
"ENSG00000132155.11",-2.388875889,7.621043382,0.006568467,0.00314352128689351
"ENSG00000118503.14",-2.384054145,7.949907962,0.006577926,0.00314765745261786
"ENSG00000125633.10",-2.399186958,6.526968685,0.006585753,0.00315107921256801
"ENSG00000100567.12",2.526234496,3.527984526,0.006606947,0.0031603411490377
"ENSG00000183864.4",-2.390557831,7.154526204,0.006633074,0.00317175175945042
"ENSG00000108961.13",3.988426987,0.847102994,0.006635587,0.00317284886576836
"ENSG00000109854.13",3.988426987,0.847102994,0.006635587,0.00317284886576836
"ENSG00000124155.17",3.988426987,0.847102994,0.006635587,0.00317284886576836
"ENSG00000163629.12",-4.182557705,0.778238618,0.006635587,0.00317284886576836
"ENSG00000174695.9",3.988426987,0.847102994,0.006635587,0.00317284886576836
"ENSG00000157106.16",-2.408537989,5.802330288,0.006652806,0.00318036426076919
"ENSG00000163659.12",2.842996887,2.471867733,0.006663324,0.00318495327228987
"ENSG00000117394.20",-2.443969547,4.859928283,0.006666531,0.00318635223718547
"ENSG00000101350.7",2.424819617,5.057880475,0.00671761,0.00320914944696888
"ENSG00000188647.12",-2.500633015,3.983017351,0.006773929,0.00323425873993329
"ENSG00000162910.18",2.408720515,5.353861414,0.00677915,0.00323658506215145
"ENSG00000008282.8",-2.3938242,6.037040661,0.006946625,0.00331108019278094
"ENSG00000100721.10",2.370749224,7.340528519,0.006973778,0.00332313509845706
"ENSG00000267484.1",2.895459005,2.337403289,0.00705773,0.00336036592966522
"ENSG00000081154.11",-2.362293503,7.906482794,0.007073174,0.00336720831048885
"ENSG00000224041.3",2.472712388,4.028177418,0.007137518,0.00339569324372404
"ENSG00000100811.12",-2.373180322,6.628183698,0.007144009,0.0033985647956763
"ENSG00000175324.9",2.365619838,7.083423373,0.007193198,0.0034203136178839
"ENSG00000085662.13",-2.379348252,5.777902857,0.007299234,0.00346712590399343
"ENSG00000117090.14",-2.364870842,6.35634428,0.007361021,0.00349435850426115
"ENSG00000211625.2",-3.621389932,1.116164764,0.007434817,0.00352684090229614
"ENSG00000168172.8",2.403685199,4.645796516,0.007499042,0.00355507231593968
"ENSG00000105447.12",-2.366275094,5.709738808,0.007499576,0.00355530689787704
"ENSG00000139971.15",2.549399433,3.170680426,0.007501674,0.0035562285088017
"ENSG00000271699.5",2.348327039,7.233250578,0.007528155,0.00356785785012639
"ENSG00000134242.15",2.36470542,5.542302743,0.007651939,0.00362213879071465
"ENSG00000203791.14",2.340373986,7.349123711,0.007699078,0.00364277537899708
"ENSG00000138640.14",-2.562271075,3.057290235,0.007827865,0.00369905924667127
"ENSG00000110848.8",-2.322570081,10.42637655,0.007832327,0.00370100674397447
"ENSG00000101187.15",-2.559185529,3.134610479,0.007835671,0.0037024661647126
"ENSG00000087087.19",2.398712032,4.553986284,0.007864428,0.00371501264509763
"ENSG00000173559.12",-2.338713332,6.666101215,0.007866236,0.0037158012280009
"ENSG00000280614.1",-2.319983857,11.26585184,0.007883945,0.00372352377141194
"ENSG00000280800.1",-2.319983857,11.26585184,0.007883945,0.00372352377141194
"ENSG00000281181.1",-2.319983857,11.26585184,0.007883945,0.00372352377141194
"ENSG00000136710.9",2.349862532,6.01783655,0.007890499,0.00372638116497617
