#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
MRPL57	MRPL51	4438628	4433450	9606.ENSP00000310726	9606.ENSP00000229238	0	0	0	0	0.132	0.827	0.900	0	0.983
RPL10A	EIF3I	4444285	4444219	9606.ENSP00000363018	9606.ENSP00000362688	0	0	0	0	0.821	0	0.900	0.152	0.983
ATP5G2	ATP5E	4446264	4433873	9606.ENSP00000377878	9606.ENSP00000243997	0	0	0	0	0.147	0.687	0.900	0.462	0.983
SERP1	SEC61B	4449084	4433288	9606.ENSP00000420076	9606.ENSP00000223641	0	0	0	0	0.739	0.294	0.900	0.200	0.983
MRPS6	MRPL51	4446909	4433450	9606.ENSP00000382250	9606.ENSP00000229238	0	0	0	0	0.141	0.800	0.900	0	0.981
RAN	UBE2I	4450191	4441792	9606.ENSP00000446215	9606.ENSP00000348056	0	0	0	0	0.285	0.676	0.900	0.249	0.980
NDUFA13	UQCRQ	4449261	4445100	9606.ENSP00000423673	9606.ENSP00000367939	0	0	0	0	0.880	0.830	0	0.138	0.980
MRPL57	MRPL33	4438628	4437235	9606.ENSP00000310726	9606.ENSP00000296102	0	0	0	0	0.103	0.800	0.900	0	0.980
UQCRFS1	COX6A1	4438219	4433467	9606.ENSP00000306397	9606.ENSP00000229379	0	0	0	0	0.657	0.734	0.540	0.598	0.980
MRPS6	MRPL57	4446909	4438628	9606.ENSP00000382250	9606.ENSP00000310726	0	0	0	0	0.068	0.800	0.900	0	0.979
WIPF1	ACTR2	4446038	4444985	9606.ENSP00000376330	9606.ENSP00000367220	0	0	0	0	0.062	0.268	0.900	0.717	0.978
RAN	EIF1AX	4450191	4445241	9606.ENSP00000446215	9606.ENSP00000368927	0	0	0	0	0.266	0.971	0	0	0.978
AP1G1	AP3S1	4446158	4439757	9606.ENSP00000377148	9606.ENSP00000325369	0	0	0	0	0.062	0.306	0.900	0.701	0.977
ALYREF	SARNP	4449181	4440807	9606.ENSP00000421592	9606.ENSP00000337632	0	0	0	0	0.377	0	0.900	0.661	0.977
LCK	STAT3	4440823	4435468	9606.ENSP00000337825	9606.ENSP00000264657	0	0	0	0	0	0.555	0.900	0.517	0.976
UQCRQ	ATP5E	4445100	4433873	9606.ENSP00000367939	9606.ENSP00000243997	0	0	0	0	0.964	0	0	0.307	0.974
EIF4E	RHEB	4449328	4435025	9606.ENSP00000425561	9606.ENSP00000262187	0	0	0	0	0.063	0	0.900	0.748	0.974
SPCS3	SEC61B	4449402	4433288	9606.ENSP00000427463	9606.ENSP00000223641	0	0	0	0	0.441	0	0.900	0.556	0.973
PDCL3	CCT7	4435405	4434598	9606.ENSP00000264254	9606.ENSP00000258091	0	0	0	0	0.188	0.963	0	0.178	0.973
TRA2B	DHX9	4448854	4442908	9606.ENSP00000416959	9606.ENSP00000356520	0	0	0	0	0.643	0.185	0.900	0.193	0.973
NCOA3	NR3C1	4443859	4433539	9606.ENSP00000361066	9606.ENSP00000231509	0	0	0	0	0	0.509	0.900	0.495	0.973
UQCRFS1	NDUFS6	4438219	4436114	9606.ENSP00000306397	9606.ENSP00000274137	0	0	0	0	0.646	0.847	0	0.508	0.971
ALYREF	SRSF6	4449181	4433875	9606.ENSP00000421592	9606.ENSP00000244020	0	0	0	0	0.475	0.357	0.900	0.263	0.971
RAB8B	RAB8A	4438817	4437702	9606.ENSP00000312734	9606.ENSP00000300935	0	0	0.448	0.980	0	0.716	0.900	0.710	0.971
SARNP	EIF4A3	4440807	4435883	9606.ENSP00000337632	9606.ENSP00000269349	0	0	0	0	0.194	0.600	0.900	0.221	0.971
EIF3M	RPL10A	4449770	4444285	9606.ENSP00000436049	9606.ENSP00000363018	0	0	0	0	0.688	0	0.900	0.127	0.970
SYNCRIP	DHX9	4443358	4442908	9606.ENSP00000358635	9606.ENSP00000356520	0	0	0	0	0.487	0.081	0.900	0.442	0.970
LYN	STAT3	4449476	4435468	9606.ENSP00000428924	9606.ENSP00000264657	0	0	0	0	0.061	0.404	0.900	0.520	0.969
RHEB	RB1CC1	4435025	4432608	9606.ENSP00000262187	9606.ENSP00000025008	0	0	0	0	0	0	0.900	0.695	0.968
DDX24	KRR1	4451587	4433449	9606.ENSP00000481495	9606.ENSP00000229214	0	0	0	0	0.810	0.839	0	0.057	0.968
RSL1D1	WDR43	4450638	4447102	9606.ENSP00000460871	9606.ENSP00000384302	0	0	0	0	0.902	0.414	0	0.489	0.968
UQCRQ	ATP5H	4445100	4437775	9606.ENSP00000367939	9606.ENSP00000301587	0	0	0	0	0.930	0.401	0	0.307	0.968
EIF4E	EIF3I	4449328	4444219	9606.ENSP00000425561	9606.ENSP00000362688	0	0	0	0	0.233	0	0.900	0.626	0.968
SRSF10	SRSF6	4449097	4433875	9606.ENSP00000420195	9606.ENSP00000244020	0	0	0	0.674	0.222	0.516	0.900	0.651	0.967
NDUFA3	ATP5E	4448964	4433873	9606.ENSP00000418438	9606.ENSP00000243997	0	0	0	0	0.933	0	0	0.533	0.967
DHX9	SNRPB2	4442908	4433966	9606.ENSP00000356520	9606.ENSP00000246071	0	0	0	0	0.309	0.507	0.900	0.167	0.967
RPSA	KRR1	4441585	4433449	9606.ENSP00000346067	9606.ENSP00000229214	0	0	0	0	0.091	0.659	0.900	0	0.966
ATP5C1	UQCRFS1	4441891	4438219	9606.ENSP00000349142	9606.ENSP00000306397	0	0	0	0	0.924	0	0	0.581	0.966
CCT4	RPSA	4446274	4441585	9606.ENSP00000377958	9606.ENSP00000346067	0	0	0.231	0	0.944	0.211	0	0.103	0.965
EIF4E	EIF4A3	4449328	4435883	9606.ENSP00000425561	9606.ENSP00000269349	0	0	0	0	0.062	0.131	0.900	0.626	0.965
OPTN	GABARAPL2	4445111	4432616	9606.ENSP00000368022	9606.ENSP00000037243	0	0	0	0	0.062	0.568	0.800	0.617	0.964
CD3D	TRAT1	4437689	4437188	9606.ENSP00000300692	9606.ENSP00000295756	0	0	0	0	0.537	0	0.900	0.291	0.964
CNOT6L	BTG2	4449311	4436873	9606.ENSP00000424896	9606.ENSP00000290551	0	0	0	0	0.062	0.522	0.900	0.310	0.964
HSPA1A	NR3C1	4444600	4433539	9606.ENSP00000364802	9606.ENSP00000231509	0	0	0	0	0	0.423	0.900	0.425	0.963
TRA2B	SNRPB2	4448854	4433966	9606.ENSP00000416959	9606.ENSP00000246071	0	0	0	0	0.344	0.299	0.900	0.296	0.963
NDUFC1	UQCRFS1	4449976	4438219	9606.ENSP00000441126	9606.ENSP00000306397	0	0	0	0	0.657	0.829	0	0.391	0.961
TRA2B	EIF4A3	4448854	4435883	9606.ENSP00000416959	9606.ENSP00000269349	0	0	0	0	0.337	0.358	0.900	0.199	0.961
RPSA	CCT7	4441585	4434598	9606.ENSP00000346067	9606.ENSP00000258091	0	0	0.205	0	0.941	0	0	0.224	0.961
TRA2B	SNRPA1	4448854	4434347	9606.ENSP00000416959	9606.ENSP00000254193	0	0	0	0	0.320	0.320	0.900	0.268	0.961
UBE2I	NR3C1	4441792	4433539	9606.ENSP00000348056	9606.ENSP00000231509	0	0	0	0	0	0.465	0.900	0.314	0.960
CCT4	PDCL3	4446274	4435405	9606.ENSP00000377958	9606.ENSP00000264254	0	0	0	0	0.185	0.920	0	0.423	0.959
ATP5C1	MDH2	4441891	4439895	9606.ENSP00000349142	9606.ENSP00000327070	0.110	0	0	0	0.903	0.060	0	0.557	0.959
IRF4	MAF	4445477	4439893	9606.ENSP00000370343	9606.ENSP00000327048	0	0	0	0	0	0	0.900	0.599	0.958
NDUFA3	UQCRQ	4448964	4445100	9606.ENSP00000418438	9606.ENSP00000367939	0	0	0	0	0.488	0.868	0	0.417	0.957
ATP5H	NDUFB9	4437775	4436240	9606.ENSP00000301587	9606.ENSP00000276689	0	0	0	0	0.928	0	0	0.430	0.957
MRPL33	MRPS36	4437235	4434483	9606.ENSP00000296102	9606.ENSP00000256441	0	0	0	0	0.120	0	0.900	0.558	0.957
WASF2	WIPF1	4451760	4446038	9606.ENSP00000483313	9606.ENSP00000376330	0	0	0	0	0.061	0.166	0.900	0.505	0.956
DHX9	EIF4A3	4442908	4435883	9606.ENSP00000356520	9606.ENSP00000269349	0	0	0	0	0.288	0.157	0.900	0.347	0.955
TOP2B	UBE2I	4447941	4441792	9606.ENSP00000396704	9606.ENSP00000348056	0	0	0	0	0.062	0.307	0.900	0.394	0.955
TUBA1B	CCT7	4440737	4434598	9606.ENSP00000336799	9606.ENSP00000258091	0	0	0	0	0.189	0.445	0.900	0.107	0.954
SNRPA1	SRSF6	4434347	4433875	9606.ENSP00000254193	9606.ENSP00000244020	0	0	0	0	0.245	0.261	0.900	0.277	0.954
EIF4E	EIF1AX	4449328	4445241	9606.ENSP00000425561	9606.ENSP00000368927	0	0	0	0	0.318	0	0.900	0.391	0.954
EIF1AX	RPL8	4445241	4435108	9606.ENSP00000368927	9606.ENSP00000262584	0.219	0	0	0	0.283	0.043	0.900	0.269	0.953
DNAJB11	PDIA6	4448735	4447225	9606.ENSP00000414398	9606.ENSP00000385385	0	0	0	0	0.900	0.129	0	0.506	0.953
RGS1	GNAI2	4442888	4438833	9606.ENSP00000356429	9606.ENSP00000312999	0	0	0	0	0.064	0.282	0.900	0.383	0.953
EIF4A3	RPL8	4435883	4435108	9606.ENSP00000269349	9606.ENSP00000262584	0	0	0	0	0.292	0.360	0.900	0.074	0.952
FNBP1	ACTR2	4448700	4444985	9606.ENSP00000413625	9606.ENSP00000367220	0	0	0	0	0.062	0.080	0.900	0.516	0.952
UQCRFS1	ATP5G3	4438219	4436602	9606.ENSP00000306397	9606.ENSP00000284727	0	0	0	0	0.918	0	0	0.441	0.952
NHP2	KRR1	4436148	4433449	9606.ENSP00000274606	9606.ENSP00000229214	0	0	0	0	0.883	0.361	0	0.417	0.952
EIF1AX	RPL10A	4445241	4444285	9606.ENSP00000368927	9606.ENSP00000363018	0.219	0	0	0	0.254	0	0.900	0.248	0.950
UQCRQ	ATP5C1	4445100	4441891	9606.ENSP00000367939	9606.ENSP00000349142	0	0	0	0	0.868	0.363	0	0.455	0.950
ALYREF	LSM3	4449181	4437830	9606.ENSP00000421592	9606.ENSP00000302160	0	0	0	0	0.514	0	0.900	0	0.949
ALYREF	SRSF10	4449181	4449097	9606.ENSP00000421592	9606.ENSP00000420195	0	0	0	0	0.339	0.170	0.900	0.195	0.949
CCT4	EIF3I	4446274	4444219	9606.ENSP00000377958	9606.ENSP00000362688	0	0	0	0	0.948	0.058	0	0	0.949
LSM3	EIF4A3	4437830	4435883	9606.ENSP00000302160	9606.ENSP00000269349	0	0	0	0	0.283	0.328	0.900	0.057	0.948
RSL1D1	GLTSCR2	4450638	4433999	9606.ENSP00000460871	9606.ENSP00000246802	0	0	0	0	0.881	0.423	0	0.305	0.948
U2AF1L4	SRSF6	4436995	4433875	9606.ENSP00000292879	9606.ENSP00000244020	0	0	0	0	0.063	0.186	0.900	0.409	0.948
HSPA1A	HSPA4	4444600	4437917	9606.ENSP00000364802	9606.ENSP00000302961	0	0	0.433	0.792	0.215	0.192	0.900	0.887	0.948
SRSF10	DHX9	4449097	4442908	9606.ENSP00000420195	9606.ENSP00000356520	0	0	0	0	0.307	0.185	0.900	0.171	0.947
EIF3I	CCT7	4444219	4434598	9606.ENSP00000362688	9606.ENSP00000258091	0	0	0	0	0.938	0.058	0	0.161	0.947
EIF3M	EIF4E	4449770	4449328	9606.ENSP00000436049	9606.ENSP00000425561	0	0	0	0	0.129	0	0.900	0.439	0.946
DHX9	SRSF6	4442908	4433875	9606.ENSP00000356520	9606.ENSP00000244020	0	0	0	0	0.343	0.128	0.900	0.181	0.946
TRA2B	U2AF1L4	4448854	4436995	9606.ENSP00000416959	9606.ENSP00000292879	0	0	0	0	0.087	0.222	0.900	0.318	0.945
MRPS36	MRPL51	4434483	4433450	9606.ENSP00000256441	9606.ENSP00000229238	0	0	0	0	0.100	0	0.900	0.441	0.945
EIF4A3	SRSF6	4435883	4433875	9606.ENSP00000269349	9606.ENSP00000244020	0.042	0	0	0	0.216	0.283	0.900	0.133	0.944
ATP5H	SOD1	4437775	4435927	9606.ENSP00000301587	9606.ENSP00000270142	0	0	0	0	0.910	0	0	0.400	0.943
CCL4	STAT3	4451651	4435468	9606.ENSP00000482259	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.459	0.943
CCT4	TUBA1B	4446274	4440737	9606.ENSP00000377958	9606.ENSP00000336799	0	0	0	0	0.210	0.319	0.900	0.058	0.942
ALYREF	SNRPA1	4449181	4434347	9606.ENSP00000421592	9606.ENSP00000254193	0	0	0	0	0.318	0.083	0.900	0.194	0.942
TNFRSF1B	STAT3	4444700	4435468	9606.ENSP00000365435	9606.ENSP00000264657	0	0	0	0	0.061	0	0.900	0.430	0.941
TRA2B	RBM22	4448854	4432775	9606.ENSP00000416959	9606.ENSP00000199814	0	0	0	0	0.080	0.330	0.900	0.162	0.941
DHX9	SNRPA1	4442908	4434347	9606.ENSP00000356520	9606.ENSP00000254193	0	0	0	0	0.359	0.162	0.900	0.044	0.941
