"","ensembl_gene_id","chromosome_name","hgnc_symbol","hgnc_id"
"958","ENSG00000109466","4","KLHL2","HGNC:6353"
"959","ENSG00000109572","4","CLCN3","HGNC:2021"
"960","ENSG00000109586","4","GALNT7","HGNC:4129"
"961","ENSG00000109606","4","DHX15","HGNC:2738"
"962","ENSG00000109685","4","NSD2","HGNC:12766"
"963","ENSG00000109689","4","STIM2","HGNC:19205"
"964","ENSG00000109736","4","MFSD10","HGNC:16894"
"965","ENSG00000109756","4","RAPGEF2","HGNC:16854"
"966","ENSG00000109762","4","SNX25","HGNC:21883"
"967","ENSG00000109771","4","LRP2BP","HGNC:25434"
"968","ENSG00000109787","4","KLF3","HGNC:16516"
"969","ENSG00000109790","4","KLHL5","HGNC:6356"
"970","ENSG00000109814","4","UGDH","HGNC:12525"
"971","ENSG00000109906","11","ZBTB16","HGNC:12930"
"972","ENSG00000109917","11","ZPR1","HGNC:13051"
"973","ENSG00000109929","11","SC5D","HGNC:10547"
"974","ENSG00000109943","11","CRTAM","HGNC:24313"
"975","ENSG00000110042","11","DTX4","HGNC:29151"
"976","ENSG00000110047","11","EHD1","HGNC:3242"
"977","ENSG00000110048","11","OSBP","HGNC:8503"
"978","ENSG00000110060","11","PUS3","HGNC:25461"
"979","ENSG00000110066","11","KMT5B","HGNC:24283"
"980","ENSG00000110074","11","FOXRED1","HGNC:26927"
"981","ENSG00000110075","11","PPP6R3","HGNC:1173"
"982","ENSG00000110090","11","CPT1A","HGNC:2328"
"983","ENSG00000110104","11","CCDC86","HGNC:28359"
"984","ENSG00000110107","11","PRPF19","HGNC:17896"
"985","ENSG00000110108","11","TMEM109","HGNC:28771"
"986","ENSG00000110218","11","PANX1","HGNC:8599"
"987","ENSG00000110274","11","CEP164","HGNC:29182"
"988","ENSG00000110315","11","RNF141","HGNC:21159"
"989","ENSG00000110324","11","IL10RA","HGNC:5964"
"990","ENSG00000110330","11","BIRC2","HGNC:590"
"991","ENSG00000110429","11","FBXO3","HGNC:13582"
"992","ENSG00000110446","11","SLC15A3","HGNC:18068"
"993","ENSG00000110448","11","CD5","HGNC:1685"
"994","ENSG00000110514","11","MADD","HGNC:6766"
"995","ENSG00000110583","11","NAA40","HGNC:25845"
"996","ENSG00000110660","11","SLC35F2","HGNC:23615"
"997","ENSG00000110696","11","C11orf58","HGNC:16990"
"998","ENSG00000110711","11","AIP","HGNC:358"
"999","ENSG00000110756","11","HPS5","HGNC:17022"
"1000","ENSG00000110768","11","GTF2H1","HGNC:4655"
"1001","ENSG00000110851","12","PRDM4","HGNC:9348"
"1002","ENSG00000110852","12","CLEC2B","HGNC:2053"
"1003","ENSG00000110871","12","COQ5","HGNC:28722"
"1004","ENSG00000110880","12","CORO1C","HGNC:2254"
"1005","ENSG00000110888","12","CAPRIN2","HGNC:21259"
"1006","ENSG00000110906","12","KCTD10","HGNC:23236"
"1007","ENSG00000110917","12","MLEC","HGNC:28973"
"1008","ENSG00000110931","12","CAMKK2","HGNC:1470"
"1009","ENSG00000110987","12","BCL7A","HGNC:1004"
"1010","ENSG00000111145","12","ELK3","HGNC:3325"
"1011","ENSG00000111196","12","MAGOHB","HGNC:25504"
"1012","ENSG00000111231","12","GPN3","HGNC:30186"
"1013","ENSG00000111266","12","DUSP16","HGNC:17909"
"1014","ENSG00000111269","12","CREBL2","HGNC:2350"
"1015","ENSG00000111276","12","CDKN1B","HGNC:1785"
"1016","ENSG00000111328","12","CDK2AP1","HGNC:14002"
"1017","ENSG00000111358","12","GTF2H3","HGNC:4657"
"1018","ENSG00000111361","12","EIF2B1","HGNC:3257"
"1019","ENSG00000111364","12","DDX55","HGNC:20085"
"1020","ENSG00000111412","12","C12orf49","HGNC:26128"
"1021","ENSG00000111481","12","COPZ1","HGNC:2243"
"1022","ENSG00000111530","12","CAND1","HGNC:30688"
"1023","ENSG00000111540","12","RAB5B","HGNC:9784"
"1024","ENSG00000111554","12","MDM1","HGNC:29917"
"1025","ENSG00000111581","12","NUP107","HGNC:29914"
"1026","ENSG00000111602","12","TIMELESS","HGNC:11813"
"1027","ENSG00000111615","12","KRR1","HGNC:5176"
"1028","ENSG00000111641","12","NOP2","HGNC:7867"
"1029","ENSG00000111652","12","COPS7A","HGNC:16758"
"1030","ENSG00000111670","12","GNPTAB","HGNC:29670"
"1031","ENSG00000111678","12","C12orf57","HGNC:29521"
"1032","ENSG00000111679","12","PTPN6","HGNC:9658"
"1033","ENSG00000111684","12","LPCAT3","HGNC:30244"
"1034","ENSG00000111696","12","NT5DC3","HGNC:30826"
"1035","ENSG00000111707","12","SUDS3","HGNC:29545"
"1036","ENSG00000111711","12","GOLT1B","HGNC:20175"
"1037","ENSG00000111725","12","PRKAB1","HGNC:9378"
"1038","ENSG00000111726","12","CMAS","HGNC:18290"
"1039","ENSG00000111727","12","HCFC2","HGNC:24972"
"1040","ENSG00000111752","12","PHC1","HGNC:3182"
"1041","ENSG00000111786","12","SRSF9","HGNC:10791"
"1042","ENSG00000111796","12","KLRB1","HGNC:6373"
"1043","ENSG00000111801","6","BTN3A3","HGNC:1140"
"1044","ENSG00000111802","6","TDP2","HGNC:17768"
"1045","ENSG00000111850","6","SMIM8","HGNC:21401"
"1046","ENSG00000111859","6","NEDD9","HGNC:7733"
"1047","ENSG00000111860","6","CEP85L","HGNC:21638"
"1048","ENSG00000111863","6","ADTRP","HGNC:21214"
"1049","ENSG00000111875","6","ASF1A","HGNC:20995"
"1050","ENSG00000111877","6","MCM9","HGNC:21484"
"1051","ENSG00000111879","6","FAM184A","HGNC:20991"
"1052","ENSG00000111880","6","RNGTT","HGNC:10073"
"1053","ENSG00000111911","6","HINT3","HGNC:18468"
"1054","ENSG00000111912","6","NCOA7","HGNC:21081"
"1055","ENSG00000112031","6","MTRF1L","HGNC:21051"
"1056","ENSG00000112033","6","PPARD","HGNC:9235"
"1057","ENSG00000112039","6","FANCE","HGNC:3586"
"1058","ENSG00000112062","6","MAPK14","HGNC:6876"
"1059","ENSG00000112079","6","STK38","HGNC:17847"
"1060","ENSG00000112118","6","MCM3","HGNC:6945"
"1061","ENSG00000112130","6","RNF8","HGNC:10071"
"1062","ENSG00000112159","6","MDN1","HGNC:18302"
"1063","ENSG00000112167","6","SAYSD1","HGNC:21025"
"1064","ENSG00000112208","6","BAG2","HGNC:938"
"1065","ENSG00000112234","6","FBXL4","HGNC:13601"
"1066","ENSG00000112245","6","PTP4A1","HGNC:9634"
"1067","ENSG00000112282","6","MED23","HGNC:2372"
"1068","ENSG00000112297","6","CRYBG1","HGNC:356"
"1069","ENSG00000112304","6","ACOT13","HGNC:20999"
"1070","ENSG00000112309","6","B3GAT2","HGNC:922"
"1071","ENSG00000112339","6","HBS1L","HGNC:4834"
"1072","ENSG00000112365","6","ZBTB24","HGNC:21143"
"1073","ENSG00000112406","6","HECA","HGNC:21041"
"1074","ENSG00000112419","6","PHACTR2","HGNC:20956"
"1075","ENSG00000112473","6","SLC39A7","HGNC:4927"
"1076","ENSG00000112511","6","PHF1","HGNC:8919"
"1077","ENSG00000112576","6","CCND3","HGNC:1585"
"1078","ENSG00000112578","6","BYSL","HGNC:1157"
"1079","ENSG00000112592","6","TBP","HGNC:11588"
"1080","ENSG00000112640","6","PPP2R5D","HGNC:9312"
"1081","ENSG00000112667","6","DNPH1","HGNC:21218"
"1082","ENSG00000112679","6","DUSP22","HGNC:16077"
"1083","ENSG00000112699","6","GMDS","HGNC:4369"
"1084","ENSG00000112701","6","SENP6","HGNC:20944"
"1085","ENSG00000112759","6","SLC29A1","HGNC:11003"
"1086","ENSG00000112773","6","TENT5A","HGNC:18345"
"1087","ENSG00000112782","6","CLIC5","HGNC:13517"
"1088","ENSG00000112799","6","LY86","HGNC:16837"
"1089","ENSG00000112972","5","HMGCS1","HGNC:5007"
"1090","ENSG00000112977","5","DAP","HGNC:2672"
"1091","ENSG00000112992","5","NNT","HGNC:7863"
"1092","ENSG00000112996","5","MRPS30","HGNC:8769"
"1093","ENSG00000113048","5","MRPS27","HGNC:14512"
"1094","ENSG00000113194","5","FAF2","HGNC:24666"
"1095","ENSG00000113240","5","CLK4","HGNC:13659"
"1096","ENSG00000113263","5","ITK","HGNC:6171"
"1097","ENSG00000113272","5","THG1L","HGNC:26053"
"1098","ENSG00000113273","5","ARSB","HGNC:714"
"1099","ENSG00000113300","5","CNOT6","HGNC:14099"
"1100","ENSG00000113319","5","RASGRF2","HGNC:9876"
"1101","ENSG00000113328","5","CCNG1","HGNC:1592"
"1102","ENSG00000113384","5","GOLPH3","HGNC:15452"
"1103","ENSG00000113456","5","RAD1","HGNC:9806"
"1104","ENSG00000113615","5","SEC24A","HGNC:10703"
"1105","ENSG00000113621","5","TXNDC15","HGNC:20652"
"1106","ENSG00000113643","5","RARS1","HGNC:9870"
"1107","ENSG00000113648","5","MACROH2A1","HGNC:4740"
"1108","ENSG00000113658","5","SMAD5","HGNC:6771"
"1109","ENSG00000113716","5","HMGXB3","HGNC:28982"
"1110","ENSG00000113719","5","ERGIC1","HGNC:29205"
"1111","ENSG00000113742","5","CPEB4","HGNC:21747"
"1112","ENSG00000113810","3","SMC4","HGNC:14013"
"1113","ENSG00000113838","3","TBCCD1","HGNC:25546"
"1114","ENSG00000113845","3","TIMMDC1","HGNC:1321"
"1115","ENSG00000113916","3","BCL6","HGNC:1001"
"1116","ENSG00000113971","3","NPHP3","HGNC:7907"
"1117","ENSG00000114021","3","NIT2","HGNC:29878"
"1118","ENSG00000114023","3","FAM162A","HGNC:17865"
"1119","ENSG00000114026","3","OGG1","HGNC:8125"
"1120","ENSG00000114054","3","PCCB","HGNC:8654"
"1121","ENSG00000114098","3","ARMC8","HGNC:24999"
"1122","ENSG00000114120","3","SLC25A36","HGNC:25554"
"1123","ENSG00000114125","3","RNF7","HGNC:10070"
"1124","ENSG00000114166","3","KAT2B","HGNC:8638"
"1125","ENSG00000114302","3","PRKAR2A","HGNC:9391"
"1126","ENSG00000114315","3","HES1","HGNC:5192"
"1127","ENSG00000114316","3","USP4","HGNC:12627"
"1128","ENSG00000114331","3","ACAP2","HGNC:16469"
"1129","ENSG00000114354","3","TFG","HGNC:11758"
"1130","ENSG00000114383","3","TUSC2","HGNC:17034"
"1131","ENSG00000114388","3","NPRL2","HGNC:24969"
"1132","ENSG00000114395","3","CYB561D2","HGNC:30253"
"1133","ENSG00000114416","3","FXR1","HGNC:4023"
"1134","ENSG00000114423","3","CBLB","HGNC:1542"
"1135","ENSG00000114473","3","IQCG","HGNC:25251"
"1136","ENSG00000114491","3","UMPS","HGNC:12563"
"1137","ENSG00000114648","3","KLHL18","HGNC:29120"
"1138","ENSG00000114670","3","NEK11","HGNC:18593"
"1139","ENSG00000114742","3","WDR48","HGNC:30914"
"1140","ENSG00000114744","3","COMMD2","HGNC:24993"
"1141","ENSG00000114784","3","EIF1B","HGNC:30792"
"1142","ENSG00000114796","3","KLHL24","HGNC:25947"
"1143","ENSG00000114841","3","DNAH1","HGNC:2940"
"1144","ENSG00000114902","3","SPCS1","HGNC:23401"
"1145","ENSG00000114904","3","NEK4","HGNC:11399"
"1146","ENSG00000114982","2","KANSL3","HGNC:25473"
"1147","ENSG00000114999","2","TTL","HGNC:21586"
"1148","ENSG00000115053","2","NCL","HGNC:7667"
"1149","ENSG00000115073","2","ACTR1B","HGNC:168"
"1150","ENSG00000115145","2","STAM2","HGNC:11358"
"1151","ENSG00000115159","2","GPD2","HGNC:4456"
"1152","ENSG00000115211","2","EIF2B4","HGNC:3260"
"1153","ENSG00000115232","2","ITGA4","HGNC:6140"
"1154","ENSG00000115233","2","PSMD14","HGNC:16889"
"1155","ENSG00000115241","2","PPM1G","HGNC:9278"
"1156","ENSG00000115267","2","IFIH1","HGNC:18873"
"1157","ENSG00000115286","19","NDUFS7","HGNC:7714"
"1158","ENSG00000115289","2","PCGF1","HGNC:17615"
"1159","ENSG00000115295","2","CLIP4","HGNC:26108"
"1160","ENSG00000115310","2","RTN4","HGNC:14085"
"1161","ENSG00000115339","2","GALNT3","HGNC:4125"
"1162","ENSG00000115350","2","POLE4","HGNC:18755"
"1163","ENSG00000115368","2","WDR75","HGNC:25725"
"1164","ENSG00000115421","2","PAPOLG","HGNC:14982"
"1165","ENSG00000115446","2","UNC50","HGNC:16046"
"1166","ENSG00000115486","2","GGCX","HGNC:4247"
"1167","ENSG00000115514","2","TXNDC9","HGNC:24110"
"1168","ENSG00000115525","2","ST3GAL5","HGNC:10872"
"1169","ENSG00000115561","2","CHMP3","HGNC:29865"
"1170","ENSG00000115590","2","IL1R2","HGNC:5994"
"1171","ENSG00000115594","2","IL1R1","HGNC:5993"
"1172","ENSG00000115604","2","IL18R1","HGNC:5988"
"1173","ENSG00000115607","2","IL18RAP","HGNC:5989"
"1174","ENSG00000115685","2","PPP1R7","HGNC:9295"
"1175","ENSG00000115687","2","PASK","HGNC:17270"
"1176","ENSG00000115694","2","STK25","HGNC:11404"
"1177","ENSG00000115750","2","TAF1B","HGNC:11533"
"1178","ENSG00000115756","2","HPCAL1","HGNC:5145"
"1179","ENSG00000115761","2","NOL10","HGNC:25862"
"1180","ENSG00000115762","2","PLEKHB2","HGNC:19236"
"1181","ENSG00000115806","2","GORASP2","HGNC:17500"
"1182","ENSG00000115808","2","STRN","HGNC:11424"
"1183","ENSG00000115828","2","QPCT","HGNC:9753"
"1184","ENSG00000115839","2","RAB3GAP1","HGNC:17063"
"1185","ENSG00000115840","2","SLC25A12","HGNC:10982"
"1186","ENSG00000115884","2","SDC1","HGNC:10658"
"1187","ENSG00000115904","2","SOS1","HGNC:11187"
"1188","ENSG00000115919","2","KYNU","HGNC:6469"
"1189","ENSG00000115944","2","COX7A2L","HGNC:2289"
"1190","ENSG00000115946","2","PNO1","HGNC:32790"
"1191","ENSG00000115947","2","ORC4","HGNC:8490"
"1192","ENSG00000115956","2","PLEK","HGNC:9070"
"1193","ENSG00000115970","2","THADA","HGNC:19217"
"1194","ENSG00000115977","2","AAK1","HGNC:19679"
"1195","ENSG00000115993","2","TRAK2","HGNC:13206"
"1196","ENSG00000116001","2","TIA1","HGNC:11802"
"1197","ENSG00000116095","2","PLEKHA3","HGNC:14338"
"1198","ENSG00000116120","2","FARSB","HGNC:17800"
"1199","ENSG00000116127","2","ALMS1","HGNC:428"
"1200","ENSG00000116147","1","TNR","HGNC:11953"
"1201","ENSG00000116191","1","RALGPS2","HGNC:30279"
"1202","ENSG00000116198","1","CEP104","HGNC:24866"
"1203","ENSG00000116199","1","FAM20B","HGNC:23017"
"1204","ENSG00000116212","1","LRRC42","HGNC:28792"
"1205","ENSG00000116213","1","WRAP73","HGNC:12759"
"1206","ENSG00000116221","1","MRPL37","HGNC:14034"
"1207","ENSG00000116273","1","PHF13","HGNC:22983"
"1208","ENSG00000116337","1","AMPD2","HGNC:469"
"1209","ENSG00000116396","1","KCNC4","HGNC:6236"
"1210","ENSG00000116478","1","HDAC1","HGNC:4852"
"1211","ENSG00000116514","1","RNF19B","HGNC:26886"
"1212","ENSG00000116586","1","LAMTOR2","HGNC:29796"
"1213","ENSG00000116604","1","MEF2D","HGNC:6997"
"1214","ENSG00000116663","1","FBXO6","HGNC:13585"
"1215","ENSG00000116670","1","MAD2L2","HGNC:6764"
"1216","ENSG00000116685","1","KIAA2013","HGNC:28513"
"1217","ENSG00000116688","1","MFN2","HGNC:16877"
"1218","ENSG00000116690","1","PRG4","HGNC:9364"
"1219","ENSG00000116698","1","SMG7","HGNC:16792"
"1220","ENSG00000116701","1","NCF2","HGNC:7661"
"1221","ENSG00000116704","1","SLC35D1","HGNC:20800"
"1222","ENSG00000116717","1","GADD45A","HGNC:4095"
"1223","ENSG00000116741","1","RGS2","HGNC:9998"
"1224","ENSG00000116747","1","RO60","HGNC:11313"
"1225","ENSG00000116750","1","UCHL5","HGNC:19678"
"1226","ENSG00000116793","1","PHTF1","HGNC:8939"
"1227","ENSG00000116809","1","ZBTB17","HGNC:12936"
"1228","ENSG00000116815","1","CD58","HGNC:1688"
"1229","ENSG00000116824","1","CD2","HGNC:1639"
"1230","ENSG00000116830","1","TTF2","HGNC:12398"
"1231","ENSG00000116852","1","KIF21B","HGNC:29442"
"1232","ENSG00000116857","1","TMEM9","HGNC:18823"
"1233","ENSG00000116863","1","ADPRS","HGNC:21304"
"1234","ENSG00000116871","1","MAP7D1","HGNC:25514"
"1235","ENSG00000116874","1","WARS2","HGNC:12730"
"1236","ENSG00000116898","1","MRPS15","HGNC:14504"
"1237","ENSG00000116903","1","EXOC8","HGNC:24659"
"1238","ENSG00000116918","1","TSNAX","HGNC:12380"
"1239","ENSG00000116954","1","RRAGC","HGNC:19902"
"1240","ENSG00000116977","1","LGALS8","HGNC:6569"
"1241","ENSG00000116984","1","MTR","HGNC:7468"
"1242","ENSG00000117000","1","RLF","HGNC:10025"
"1243","ENSG00000117020","1","AKT3","HGNC:393"
"1244","ENSG00000117054","1","ACADM","HGNC:89"
"1245","ENSG00000117091","1","CD48","HGNC:1683"
"1246","ENSG00000117115","1","PADI2","HGNC:18341"
"1247","ENSG00000117118","1","SDHB","HGNC:10681"
"1248","ENSG00000117139","1","KDM5B","HGNC:18039"
"1249","ENSG00000117143","1","UAP1","HGNC:12457"
"1250","ENSG00000117228","1","GBP1","HGNC:4182"
"1251","ENSG00000117298","1","ECE1","HGNC:3146"
"1252","ENSG00000117360","1","PRPF3","HGNC:17348"
"1253","ENSG00000117395","1","EBNA1BP2","HGNC:15531"
"1254","ENSG00000117448","1","AKR1A1","HGNC:380"
"1255","ENSG00000117450","1","PRDX1","HGNC:9352"
"1256","ENSG00000117475","1","BLZF1","HGNC:1065"
"1257","ENSG00000117481","1","NSUN4","HGNC:31802"
"1258","ENSG00000117500","1","TMED5","HGNC:24251"
"1259","ENSG00000117505","1","DR1","HGNC:3017"
"1260","ENSG00000117569","1","PTBP2","HGNC:17662"
"1261","ENSG00000117593","1","DARS2","HGNC:25538"
"1262","ENSG00000117616","1","RSRP1","HGNC:25234"
"1263","ENSG00000117620","1","SLC35A3","HGNC:11023"
"1264","ENSG00000117640","1","MTFR1L","HGNC:28836"
"1265","ENSG00000117682","1","DHDDS","HGNC:20603"
"1266","ENSG00000117691","1","NENF","HGNC:30384"
"1267","ENSG00000117748","1","RPA2","HGNC:10290"
"1268","ENSG00000117751","1","PPP1R8","HGNC:9296"
"1269","ENSG00000117859","1","OSBPL9","HGNC:16386"
"1270","ENSG00000117862","1","TXNDC12","HGNC:24626"
"1271","ENSG00000117868","7","ESYT2","HGNC:22211"
"1272","ENSG00000117984","11","CTSD","HGNC:2529"
"1273","ENSG00000118046","19","STK11","HGNC:11389"
"1274","ENSG00000118217","1","ATF6","HGNC:791"
"1275","ENSG00000118246","2","FASTKD2","HGNC:29160"
"1276","ENSG00000118260","2","CREB1","HGNC:2345"
"1277","ENSG00000118308","12","IRAG2","HGNC:6690"
"1278","ENSG00000118412","6","CASP8AP2","HGNC:1510"
"1279","ENSG00000118418","6","HMGN3","HGNC:12312"
"1280","ENSG00000118454","1","ANKRD13C","HGNC:25374"
"1281","ENSG00000118482","6","PHF3","HGNC:8921"
"1282","ENSG00000118496","6","FBXO30","HGNC:15600"
"1283","ENSG00000118557","16","PMFBP1","HGNC:17728"
"1284","ENSG00000118564","4","FBXL5","HGNC:13602"
"1285","ENSG00000118596","12","SLC16A7","HGNC:10928"
"1286","ENSG00000118689","6","FOXO3","HGNC:3821"
"1287","ENSG00000118690","6","ARMC2","HGNC:23045"
"1288","ENSG00000118705","20","RPN2","HGNC:10382"
"1289","ENSG00000118707","20","TGIF2","HGNC:15764"
"1290","ENSG00000118785","4","SPP1","HGNC:11255"
"1291","ENSG00000118855","3","MFSD1","HGNC:25874"
"1292","ENSG00000118922","13","KLF12","HGNC:6346"
"1293","ENSG00000118939","13","UCHL3","HGNC:12515"
"1294","ENSG00000119041","2","GTF3C3","HGNC:4666"
"1295","ENSG00000119203","2","CPSF3","HGNC:2326"
"1296","ENSG00000119242","12","CCDC92","HGNC:29563"
"1297","ENSG00000119280","1","C1orf198","HGNC:25900"
"1298","ENSG00000119285","1","HEATR1","HGNC:25517"
"1299","ENSG00000119328","9","ABITRAM","HGNC:1364"
"1300","ENSG00000119333","9","WDR34","HGNC:28296"
"1301","ENSG00000119392","9","GLE1","HGNC:4315"
"1302","ENSG00000119396","9","RAB14","HGNC:16524"
"1303","ENSG00000119403","9","PHF19","HGNC:24566"
"1304","ENSG00000119408","9","NEK6","HGNC:7749"
"1305","ENSG00000119414","9","PPP6C","HGNC:9323"
"1306","ENSG00000119421","9","NDUFA8","HGNC:7692"
"1307","ENSG00000119431","9","HDHD3","HGNC:28171"
"1308","ENSG00000119446","9","RBM18","HGNC:28413"
"1309","ENSG00000119487","9","MAPKAP1","HGNC:18752"
"1310","ENSG00000119508","9","NR4A3","HGNC:7982"
"1311","ENSG00000119514","9","GALNT12","HGNC:19877"
"1312","ENSG00000119522","9","DENND1A","HGNC:29324"
"1313","ENSG00000119596","14","YLPM1","HGNC:17798"
"1314","ENSG00000119632","14","IFI27L2","HGNC:19753"
"1315","ENSG00000119655","14","NPC2","HGNC:14537"
"1316","ENSG00000119688","14","ABCD4","HGNC:68"
"1317","ENSG00000119711","14","ALDH6A1","HGNC:7179"
"1318","ENSG00000119718","14","EIF2B2","HGNC:3258"
"1319","ENSG00000119725","14","ZNF410","HGNC:20144"
"1320","ENSG00000119760","2","SUPT7L","HGNC:30632"
"1321","ENSG00000119772","2","DNMT3A","HGNC:2978"
"1322","ENSG00000119812","2","FAM98A","HGNC:24520"
"1323","ENSG00000119820","2","YIPF4","HGNC:28145"
"1324","ENSG00000119844","2","AFTPH","HGNC:25951"
"1325","ENSG00000119862","2","LGALSL","HGNC:25012"
"1326","ENSG00000119878","2","CRIPT","HGNC:14312"
"1327","ENSG00000119917","10","IFIT3","HGNC:5411"
"1328","ENSG00000119922","10","IFIT2","HGNC:5409"
"1329","ENSG00000119927","10","GPAM","HGNC:24865"
"1330","ENSG00000119929","10","CUTC","HGNC:24271"
"1331","ENSG00000119950","10","MXI1","HGNC:7534"
"1332","ENSG00000119953","10","SMNDC1","HGNC:16900"
"1333","ENSG00000120008","10","WDR11","HGNC:13831"
"1334","ENSG00000120137","5","PANK3","HGNC:19365"
"1335","ENSG00000120159","9","CAAP1","HGNC:25834"
"1336","ENSG00000120162","9","MOB3B","HGNC:23825"
"1337","ENSG00000120217","9","CD274","HGNC:17635"
"1338","ENSG00000120265","6","PCMT1","HGNC:8728"
"1339","ENSG00000120278","6","PLEKHG1","HGNC:20884"
"1340","ENSG00000120334","1","CENPL","HGNC:17879"
"1341","ENSG00000120370","1","GORAB","HGNC:25676"
"1342","ENSG00000120437","6","ACAT2","HGNC:94"
"1343","ENSG00000120509","X","PDZD11","HGNC:28034"
"1344","ENSG00000120533","8","ENY2","HGNC:24449"
"1345","ENSG00000120539","10","MASTL","HGNC:19042"
"1346","ENSG00000120685","13","PROSER1","HGNC:20291"
"1347","ENSG00000120688","13","WBP4","HGNC:12739"
"1348","ENSG00000120696","13","KBTBD7","HGNC:25266"
"1349","ENSG00000120709","5","FAM53C","HGNC:1336"
"1350","ENSG00000120784","19","ZFP30","HGNC:29555"
"1351","ENSG00000120802","12","TMPO","HGNC:11875"
"1352","ENSG00000120805","12","ARL1","HGNC:692"
"1353","ENSG00000120833","12","SOCS2","HGNC:19382"
"1354","ENSG00000120860","12","WASHC3","HGNC:24256"
"1355","ENSG00000120889","8","TNFRSF10B","HGNC:11905"
"1356","ENSG00000120913","8","PDLIM2","HGNC:13992"
"1357","ENSG00000120925","8","RNF170","HGNC:25358"
"1358","ENSG00000120992","8","LYPLA1","HGNC:6737"
"1359","ENSG00000121057","17","AKAP1","HGNC:367"
"1360","ENSG00000121058","17","COIL","HGNC:2184"
"1361","ENSG00000121067","17","SPOP","HGNC:11254"
"1362","ENSG00000121152","2","NCAPH","HGNC:1112"
"1363","ENSG00000121281","16","ADCY7","HGNC:238"
"1364","ENSG00000121350","12","PYROXD1","HGNC:26162"
"1365","ENSG00000121410","19","A1BG","HGNC:5"
"1366","ENSG00000121413","19","ZSCAN18","HGNC:21037"
"1367","ENSG00000121481","1","RNF2","HGNC:10061"
"1368","ENSG00000121486","1","TRMT1L","HGNC:16782"
"1369","ENSG00000121542","3","SEC22A","HGNC:20260"
"1370","ENSG00000121579","3","NAA50","HGNC:29533"
"1371","ENSG00000121644","1","DESI2","HGNC:24264"
"1372","ENSG00000121691","11","CAT","HGNC:1516"
"1373","ENSG00000121775","1","TMEM39B","HGNC:25510"
"1374","ENSG00000121797","3","CCRL2","HGNC:1612"
"1375","ENSG00000121851","1","POLR3GL","HGNC:28466"
"1376","ENSG00000121858","3","TNFSF10","HGNC:11925"
"1377","ENSG00000121864","3","ZNF639","HGNC:30950"
"1378","ENSG00000121895","4","TMEM156","HGNC:26260"
"1379","ENSG00000121964","2","GTDC1","HGNC:20887"
"1380","ENSG00000122008","5","POLK","HGNC:9183"
"1381","ENSG00000122033","13","MTIF3","HGNC:29788"
"1382","ENSG00000122122","X","SASH3","HGNC:15975"
"1383","ENSG00000122203","5","KIAA1191","HGNC:29209"
"1384","ENSG00000122218","1","COPA","HGNC:2230"
"1385","ENSG00000122257","16","RBBP6","HGNC:9889"
"1386","ENSG00000122359","10","ANXA11","HGNC:535"
"1387","ENSG00000122378","10","PRXL2A","HGNC:28651"
"1388","ENSG00000122390","16","NAA60","HGNC:25875"
"1389","ENSG00000122417","1","ODF2L","HGNC:29225"
"1390","ENSG00000122435","1","TRMT13","HGNC:25502"
"1391","ENSG00000122477","1","LRRC39","HGNC:28228"
"1392","ENSG00000122481","1","RWDD3","HGNC:21393"
"1393","ENSG00000122483","1","CCDC18","HGNC:30370"
"1394","ENSG00000122515","7","ZMIZ2","HGNC:22229"
"1395","ENSG00000122687","7","MRM2","HGNC:16352"
"1396","ENSG00000122694","9","GLIPR2","HGNC:18007"
"1397","ENSG00000122783","7","CYREN","HGNC:22432"
"1398","ENSG00000122873","10","CISD1","HGNC:30880"
"1399","ENSG00000122877","10","EGR2","HGNC:3239"
"1400","ENSG00000122882","10","ECD","HGNC:17029"
"1401","ENSG00000122884","10","P4HA1","HGNC:8546"
"1402","ENSG00000122958","10","VPS26A","HGNC:12711"
"1403","ENSG00000122965","12","RBM19","HGNC:29098"
"1404","ENSG00000123091","1","RNF11","HGNC:10056"
"1405","ENSG00000123106","12","CCDC91","HGNC:24855"
"1406","ENSG00000123124","8","WWP1","HGNC:17004"
"1407","ENSG00000123130","X","ACOT9","HGNC:17152"
"1408","ENSG00000123143","19","PKN1","HGNC:9405"
"1409","ENSG00000123144","19","TRIR","HGNC:28424"
"1410","ENSG00000123154","19","WDR83","HGNC:32672"
"1411","ENSG00000123178","13","SPRYD7","HGNC:14297"
"1412","ENSG00000123240","10","OPTN","HGNC:17142"
"1413","ENSG00000123338","12","NCKAP1L","HGNC:4862"
"1414","ENSG00000123352","12","SPATS2","HGNC:18650"
"1415","ENSG00000123353","12","ORMDL2","HGNC:16037"
"1416","ENSG00000123374","12","CDK2","HGNC:1771"
"1417","ENSG00000123395","12","ATG101","HGNC:25679"
"1418","ENSG00000123416","12","TUBA1B","HGNC:18809"
"1419","ENSG00000123575","X","FAM199X","HGNC:25195"
"1420","ENSG00000123595","X","RAB9A","HGNC:9792"
"1421","ENSG00000123600","2","METTL8","HGNC:25856"
"1422","ENSG00000123607","2","TTC21B","HGNC:25660"
"1423","ENSG00000123609","2","NMI","HGNC:7854"
"1424","ENSG00000123684","1","LPGAT1","HGNC:28985"
"1425","ENSG00000123689","1","G0S2","HGNC:30229"
"1426","ENSG00000123737","4","EXOSC9","HGNC:9137"
"1427","ENSG00000123739","4","PLA2G12A","HGNC:18554"
